UniProt_ID,Tranception_no_retrieval,Tranception_retrieval,EVE_single,EVE_ensemble,MSA_Transformer_single,MSA_Transformer_ensemble,ESM1v_single,ESM1v_ensemble,Wavenet,DeepSequence,Site_Independent,EVmutation,Ensemble_tranception_EVE,number_mutants,Neff_L_category,Taxon
BLAT_ECOLX,0.48940196517067625,0.627092953398428,0.6820960154113691,0.7043822553839804,0.6811602016817038,0.6891192057531408,0.6459929649308711,0.6898262849873795,0.6414450811655051,0.6990727291474754,0.435604520425673,0.6702491528454536,0.7076768180034346,3223.0,high,Prokaryote
BRCA1_HUMAN,0.538003774680604,0.5736589784376105,0.321513079065215,0.31565230015654194,0.4023851184164015,0.44972851335656217,0.4417595187597839,0.4457888956218755,0.32268709286471753,0.2651373149084729,0.4662097504691144,0.35167443245122165,0.5224960233297986,575.0,low,Human
C6KNH7_9INFA,0.4010980469029719,0.44547784210759084,0.4347160192121463,0.43838094316902804,0.407622612879622,0.40821293325724184,0.41996945188080204,0.48421039634431207,0.35220643584115,0.3620537818180813,0.40904573492457796,0.3786861325346588,0.45747735194938455,10507.0,medium,Virus
CALM1_HUMAN,0.30596698834531305,0.2834419007247156,0.24422979255047894,0.24193751832544966,0.254319735173734,0.2689007528274683,0.2459615737920828,0.2750986478722205,0.23870398348553656,0.23841877652621465,0.19213771996074874,0.24278795245615223,0.26884489371937004,1660.0,high,Human
CAPSD_AAV2S,0.49236996095185076,0.4732614908625582,0.34648996018189404,0.3298362716623275,0.34959056210686024,0.3681068614117199,0.19585863301522305,0.1992587672562472,0.25799194015026466,0.36203547922783613,0.41219217865327806,0.3362414463368285,0.418890003697329,42328.0,low,Virus
CCDB_ECOLI,0.30939248637848704,0.4555719422023349,0.4903426802701304,0.4924648066897116,0.48857676542289596,0.5041530798187359,0.4264614612030523,0.48432527318567187,0.4947121063795471,0.4730945740297102,0.3462781646711932,0.4436536630872251,0.49135147247572275,1214.0,high,Prokaryote
CP2C9_HUMAN,0.5947769993764749,0.6520209679439974,0.6246246535885818,0.6381438264862933,0.5960830700649578,0.6122195931715666,0.6234972469925129,0.654692136465475,0.6450191908456221,0.6177368823679923,0.5429424364620244,0.608520435683872,0.6674215551796219,5519.0,high,Human
DLG4_HUMAN,0.5760663135340418,0.6618987119326633,0.5938753122468243,0.621087914825067,0.5952739792337762,0.6079091351313877,0.5436903346525095,0.6026028560310329,0.6454404417390038,0.5615468137900909,0.662112124827997,0.5735013936645248,0.6568436938881105,6726.0,low,Human
DLG4_RAT,0.3041549374638473,0.4456022880521592,0.522690194729763,0.5412153944148173,0.5065894093777701,0.5094677074267678,0.5645850688479915,0.5967010199097003,0.43622519177689933,0.5090979030330466,0.49352416553263084,0.5056239458794967,0.5250999915611542,1501.0,low,Eukaryote
DYR_ECOLI,0.34832807461280024,0.4244262783050224,0.4677173718349661,0.470073923982522,0.4875862808108046,0.4902770741315349,0.420497351504756,0.4388700787772041,0.4880571431073499,0.46887388788535256,0.39705130101063824,0.49399620306792535,0.4737911301887662,2327.0,medium,Prokaryote
ENV_HV1B9,0.40354587458401275,0.4074188782624282,0.38848914942757246,0.37675660291086654,0.3800931220864542,0.37535926116570395,0.4154322170311097,0.388698392716384,0.38769237041863636,0.37880064074602515,0.3642338172186421,0.4195016012388975,0.3973186921991094,375.0,medium,Virus
ENV_HV1BR,0.35785392544507133,0.36330050516310824,0.3406852747506022,0.34396869456536466,0.34495152117200084,0.34737862511724005,0.32175280335701856,0.3379354713042345,0.3357950540491779,0.3102507564489698,0.337471545628302,0.30036104600856306,0.3630937355515774,12563.0,medium,Virus
ESTA_BACSU,0.2629069952679844,0.3254147593377578,0.3748291829812209,0.3988291607760259,0.4279310716123334,0.4280744613588443,0.304355517433353,0.33206582568378773,0.32157736410018506,0.4338216983719502,0.26260033990618836,0.39418389358324346,0.3992248645195873,2030.0,high,Prokaryote
F7YBW8_MESOW,0.43372051731311817,0.4251653451434692,0.41110006279646893,0.4103780842234415,0.375429279927539,0.41390377711293425,0.3822288768941203,0.3935397510117879,0.39119079767359527,0.4105083291436216,0.05704565070974928,0.3700259078777775,0.4285574707445108,9174.0,high,Prokaryote
GAL4_YEAST,0.32617947740375286,0.5257635220204151,0.5110094603586363,0.5483620046422739,0.5833946083906092,0.5622569380576404,0.4411471931031021,0.4472909055793884,0.494372791386575,0.5381351807894943,0.37524051032037337,0.5089355460913696,0.5585454791467385,1051.0,medium,Eukaryote
GCN4_YEAST,0.38388716250651167,0.35594600671227056,0.2522981489256123,0.2553439914903913,0.2877053570092605,0.2935296262183551,0.2876051492678209,0.30661606864332464,0.28497001455490534,0.24264745030254073,0.284284935689921,0.27612552796762835,0.29285002245477015,1053.0,low,Eukaryote
GFP_AEQVI,0.6311203703812258,0.6765609966008319,0.6792157052520641,0.6784245095642321,0.6518997635723686,0.6611724967045937,0.09898436572766965,0.10250778687923062,0.6030822436258423,0.6743743410151565,0.6584008916289823,0.644217559775834,0.7057143226685278,48211.0,low,Eukaryote
GRB2_HUMAN,0.4288379379699377,0.4892838252659844,0.5657560935436726,0.5680472368815145,0.4683212621152456,0.4738252933643566,0.48356273109063214,0.5119594181814131,0.47987994853287835,0.4698095512463897,0.4801914257058063,0.5450323229346179,0.5665028904542858,14681.0,medium,Human
HIS7_YEAST,0.5849586676775979,0.6162846031015285,0.4764604303254921,0.48124573133916826,0.5080502105904584,0.5063783024732165,0.4109882967504103,0.4766704425074482,0.45393859649775853,0.46578614016636827,0.45877634429596553,0.5194146827935145,0.5798591525968105,496102.0,medium,Eukaryote
HSP82_YEAST,0.43590332044665686,0.46115406777020085,0.46873159679867915,0.47301144165870057,0.4445318043764469,0.4448034828071932,0.5001183255358559,0.5154334574521526,0.440999065542647,0.4805838213046195,0.42809983921633504,0.4327901872780826,0.4811540039400706,7707.5,medium,Eukaryote
I6TAH8_I68A0,0.33679093956967987,0.34792537155614767,0.36377751730031915,0.3610442808061402,0.3032898646910066,0.3241829206132658,0.01790852477393205,0.013582320869301388,0.2120250493043396,0.28645470405603773,0.3473537359191111,0.3174175435932609,0.3965669402202488,9462.0,medium,Virus
IF1_ECOLI,0.5483430910258951,0.5090618222458205,0.5245528320785778,0.5393230821309861,0.22700824159658492,0.2445312782809558,0.5383525869613613,0.572750432109221,0.5351082716082067,0.5463039547371038,0.34210171277599793,0.4629582628978464,0.5453872781196608,1102.0,high,Prokaryote
KCNH2_HUMAN,0.48409341416368146,0.5131441168365941,0.22937965004133368,0.22974648663543673,0.3682229953155139,0.3337679112703224,0.23294984844309724,0.2537389776798016,0.39456289611463213,0.1820043400385781,0.44360215040400575,0.4121784387749754,0.45334286304767146,191.0,medium,Human
KKA2_KLEPN,0.5840474097188777,0.5837705958008567,0.5973116351950523,0.6170912938008187,0.5760100905284834,0.5934620502262176,0.6136719043444226,0.6360213693416974,0.49776555009016105,0.6049588998068035,0.28189802971480615,0.5663911735690806,0.6213759162769938,3958.0,high,Prokaryote
MK01_HUMAN,0.03393552959039795,0.13887800963015523,0.25088504138825524,0.24981817941227508,0.15336085485327217,0.15532838809376526,0.18259998133905267,0.19957769579533816,0.20554800482504798,0.24346043340970008,0.23988985196394658,0.23500543439023278,0.2068127478973942,5501.0,medium,Human
MSH2_HUMAN,0.2922093934274302,0.3603368770438154,0.40540380967442,0.4040710980974028,0.4097300968387096,0.4165492907809068,0.3979819634600105,0.4188612189573008,0.38530244888303083,0.39561322986673414,0.3708780062048099,0.4241655407022155,0.4079539233115723,15110.0,medium,Human
MTH3_HAEAE,0.6733109915795681,0.6549874243738802,0.7102865045815177,0.713944475822251,0.6871604138087326,0.6919325048852142,0.701169390654328,0.7217450337943505,0.6797368910599274,0.7138454287195686,0.4686434308251406,0.6865745363834684,0.7124334594638875,1581.0,medium,Prokaryote
NCAP_I34A1,0.41537608228963263,0.4244667637123004,0.3625816936361796,0.36366328201807663,0.33824280242716814,0.35827819965327135,0.01895554696128465,0.020386018267695583,0.2690084001771786,0.316021869202481,0.36359702250062087,0.32813728291846417,0.44059944269452994,9462.0,medium,Virus
NRAM_I33A0,0.5513143601850925,0.621219489909306,0.5843247631984135,0.5844793924747237,0.51923490703765,0.6281397168470411,0.16249473704974143,0.44833171562088986,0.3426301351600447,0.49117128049138553,0.504413230611585,0.5343856148345056,0.6358838774946157,298.0,low,Virus
NUD15_HUMAN,0.5471705622867293,0.5910313574762197,0.6076269898489217,0.6049627039467931,0.6303029421656431,0.671655967404237,0.6145965234199808,0.6617774469628194,0.5097253104553731,0.5889783028823727,0.4228300038385949,0.5473680874928937,0.6362330407955267,2088.0,high,Human
P53_HUMAN,0.3875121464313617,0.4607741876814526,0.49517256311756963,0.5005606656674886,0.39585349923349733,0.394813202315879,0.4870579626335425,0.5497539515700284,0.2007020485980531,0.37545087848814584,0.5096023029924286,0.5048366102301385,0.5133959681494292,5064.25,low,Human
P84126_THETH,0.5327612346908985,0.5412920903033499,0.5674365253183649,0.5697620931757513,0.630910406699616,0.629517534926117,0.5455827732326969,0.5818128242398767,0.6130355430880141,0.5715058019419014,0.5017204237111575,0.5690486116813036,0.5673946787165809,1500.0,medium,Prokaryote
PABP_YEAST,0.641044470830518,0.689315738611097,0.6388065316719465,0.6505390459907991,0.6622833259971168,0.656859094905107,0.6651385941447352,0.6791014373762722,0.5401313192324004,0.6144494189536076,0.6618191944735323,0.6378127713505821,0.6913271708937011,36638.0,medium,Eukaryote
PA_I34A1,0.5406352623780308,0.5719783345617796,0.5385381192813793,0.5427421003918844,0.38266906747236107,0.3036652499387494,0.054015715611517814,0.1009806760727779,0.3254371015219779,0.507509866598642,0.5183197949926797,0.5185146826513894,0.5795859146523487,1820.0,medium,Virus
POLG_CXB3N,0.3468729980564159,0.405036791253368,0.4654091020355996,0.46467622914689255,0.47588265393165424,0.490450571399006,-0.056762278186883404,0.04145534352910669,0.3510090141968425,0.402042028407932,0.41753858660177706,0.3907827652583706,0.45409942905835277,15254.0,medium,Virus
POLG_HCVJF,0.5252969395294663,0.5771251257504207,0.613640464778999,0.6100363355721342,0.5995268867360968,0.5792296749318289,0.6050578483932919,0.6459308342894461,0.24665432764276368,0.4243456035907811,0.6024064628598301,0.5342972670195925,0.6310652725429191,1612.0,medium,Virus
PTEN_HUMAN,0.34143906304952,0.45911009768575245,0.5011216450644689,0.5185945088540782,0.49084588292500697,0.4709237020389304,0.43648780906687723,0.4863915481447308,0.5098239335741795,0.46060609998253677,0.5108164846401284,0.5242523445302445,0.5347089083610128,4671.5,medium,Human
Q2N0S5_9HIV1,0.4124815165359004,0.49226295085843536,0.49629032301852816,0.49867534682247877,0.48970085095022425,0.5000959974851431,0.49553309455093797,0.5243807986809221,0.40273092616107276,0.359155711738416,0.48108341202430693,0.3843571406692481,0.5116452322497567,12482.0,medium,Virus
Q59976_STRSQ,0.6445733194584434,0.6588382764307388,0.6472092393804667,0.653370246820071,0.6737026635451179,0.637311201963478,0.5064959994741557,0.5324113851359736,0.6426954919239826,0.6535111038586374,0.5511563337520753,0.6375185682998568,0.6720801381155554,2641.0,medium,Prokaryote
R1AB_SARS2,0.21560355135161982,0.40074065743894266,0.6002263875887166,0.6052632981526236,-0.03680562024886352,-0.03680562024886352,-0.029932352560461836,-0.04041862761046292,0.2661647432418134,0.330425586187939,0.5772877589207609,0.5533183663355867,0.5492634837535566,5725.0,medium,Virus
RASH_HUMAN,0.3769049245149524,0.4466629483776906,0.4541940791984606,0.4639748045882514,0.415445501650188,0.4216446605240807,0.3587030705337107,0.4042937017740721,0.517534662883146,0.45557714078915157,0.44817873131102903,0.4376049617393329,0.4755331338564883,3064.0,high,Human
REV_HV1H2,0.24603635830090376,0.2445017003062841,0.227425122795479,0.22899055987051398,0.25133975623674043,0.25683114393436424,0.24881392124795393,0.2709486431795512,0.17750791538649655,0.24093240082054695,0.2265161566444945,0.15819727089571167,0.24562067457430234,2033.0,medium,Virus
RL401_YEAST,0.35521911573576603,0.3971379695541542,0.3951813912999107,0.39295868384785776,0.392238593226854,0.39804975814339105,0.28839569019672334,0.3256961254495185,0.43258027900026114,0.39240030458728703,0.31422750772637387,0.33805104458746293,0.4063381339165953,1136.0,medium,Eukaryote
SC6A4_HUMAN,0.39989595443557496,0.4649473631492595,0.48859069347430817,0.48465796448097,0.5089351223125519,0.5167808600410456,0.4716809243979262,0.47862226701416744,0.5009811910941093,0.4511508842438692,0.4600468506316017,0.4849730327595622,0.5010973124988061,9260.0,medium,Human
SCN5A_HUMAN,0.07291776618620906,0.09262340784778125,0.19853541080036036,0.1767273869770815,0.15748680268087206,0.1364232431847894,0.17614559959210835,0.13268788255725625,0.1435400489548666,0.1601660049926748,0.13124784621984864,0.13152882948945652,0.13312624103515494,213.0,medium,Human
SPG1_STRSG,0.27932701655009223,0.288799850288931,0.2467948129338126,0.2718868673524846,0.142480714795938,0.2446182405177742,0.2374950772323227,0.19234770682349656,0.2780920154190931,0.027505995035173907,0.21599568175081982,0.23091760504582085,0.34126977265347735,536960.0,low,Prokaryote
SPIKE_SARS2,0.36895616284093424,0.3420678277955691,0.3467352655423378,0.35125276844847914,0.4712973178697983,0.48551170299201557,-0.04332562251246027,-0.01703054002849163,0.3458772142961247,0.16854838731290123,0.17901229436091345,0.2594806074712355,0.38273476182424476,3800.0,medium,Virus
SRC_HUMAN,0.3483272187430031,0.49273176637611227,0.5047486748891283,0.5080069456784779,0.25835744318678694,0.369934810648035,0.5611247039618685,0.5850725547080761,0.48484307414470856,0.47116696302270183,0.5251943358918738,0.4634933090842167,0.5206597733299945,3366.0,medium,Human
SUMO1_HUMAN,0.4235934708182029,0.4881783109322698,0.5312896582087757,0.5321738153239417,0.42261450636382003,0.46252277093019173,0.42988751996627145,0.4977752128307546,0.5313846057012962,0.5119837293991107,0.4701714208684573,0.4258468073800322,0.5310004391257823,1235.0,high,Human
SYUA_HUMAN,0.15973546169050712,0.14629297761600765,0.1670869376474273,0.15865241351257392,0.1277163890429527,0.18316545486397537,0.2810862009666442,0.30353276893483033,0.26510412878044104,0.13897620094110938,0.12457947121626779,0.13028077213772843,0.15558130354827532,1765.0,medium,Human
TADBP_HUMAN,0.12320079803650007,0.1248119243274392,0.07084866464416868,0.07927216594470458,0.05043531446700861,0.03195720479462265,0.060239090767757936,0.0625238580254929,-0.07415984174458067,0.09788286725016003,0.1055231832571227,0.06190635046156607,0.11042916340999802,1105.0,low,Human
TAT_HV1BR,0.2064215412170629,0.24358132953480563,0.33707688056211405,0.32975962048890345,0.31015863220014794,0.33573782223511484,0.3423576337318804,0.3426400111949566,0.20907797153569363,0.286459508978966,0.3087480997865747,0.2113623524455317,0.28805024296965287,1558.0,high,Virus
TPK1_HUMAN,0.3125168971626884,0.31439302354144416,0.2298052353870073,0.23225613619267776,0.26840899570069504,0.2927889684538617,0.28378536447781477,0.3330753095304633,0.2669823675566214,0.21353045903098483,0.2235887331546016,0.2376824174723055,0.28390926816893947,2568.0,medium,Human
TPMT_HUMAN,0.4451693282293047,0.5220022111101781,0.547958859358271,0.5520239339614257,0.5080406498914176,0.5078001703865186,0.5395672280981081,0.5737619905109087,0.5431253214508828,0.5467325461456517,0.46768823387255015,0.5448997963770269,0.5650338123523533,2682.0,medium,Human
TPOR_HUMAN,0.41013237840253486,0.4533912799053296,0.39259761189247183,0.41347376821957416,0.5068689656834214,0.48270563575090847,0.362288612035348,0.37196406825432404,0.3519579946783582,0.31866846344503513,0.4098353994230812,0.40153803951460454,0.4740765135516967,498.0,low,Human
TRPC_SACS2,0.5507347459500659,0.5853476655523102,0.5769342192874196,0.5783021167925625,0.6286774776377341,0.6537987446954034,0.6061177406871037,0.6382863213183843,0.5874258917980911,0.5431757167243442,0.570113909312286,0.6035939728567845,0.5942191714731174,1500.0,medium,Prokaryote
TRPC_THEMA,0.4527120443226446,0.4363106326703559,0.4204942663115364,0.4108605867185474,0.47372896605581466,0.4716777419947588,0.4719955416725981,0.5005885091614342,0.4293364477193683,0.40401935973879516,0.39969234968508693,0.44678823091530134,0.432064475649415,1500.0,medium,Prokaryote
UBC9_HUMAN,0.43257838796359616,0.4847600910557074,0.5375213398491232,0.5339103509342035,0.5029637929639569,0.5307711697061704,0.47932440644348684,0.5278472763184903,0.5747807933828987,0.5411747761194544,0.4098168539225125,0.5203509578848909,0.5447409387082752,2222.0,medium,Human
UBE4B_MOUSE,0.25602809937136123,0.38812251991944896,0.4758448624066605,0.4699968212477063,0.3469598288786582,0.3684044357090219,0.46248199109616756,0.48761023890047267,0.39471658104011514,0.46596700773001826,0.45609543913981027,0.4455666120453207,0.4659544525515886,852.0,low,Eukaryote
VKOR1_HUMAN,0.46630261947035195,0.501509868065735,0.46238534496550526,0.45656001773823784,0.47167217020511076,0.48096201751478895,0.4474851627814721,0.4762098661426287,0.45974070228993624,0.4633036791561661,0.4486081802136555,0.4547068880906109,0.5154301335742171,1311.5,medium,Human
YAP1_HUMAN,0.21789930649432623,0.35936187336120984,0.4378490205002529,0.4490324732716015,0.07140141360196615,0.05491996283647453,0.2807158124456734,0.2859221744840541,0.1894328028691705,0.4660999087683456,0.43040535438864436,0.37038749775584645,0.43542968432364265,10067.0,low,Human
,0.40594148708151817,0.45142043961442574,0.4480050502665984,0.4521974087533596,0.42228035639314004,0.43393163706888316,0.3714725997747601,0.4012018755934219,0.397771023184546,0.41543045586424615,0.3966525746563632,0.426682448991092,0.4761362460081269,20456.663194444445,,
