UniProt_ID,Tranception_no_retrieval,Tranception_retrieval,EVE_single,EVE_ensemble,MSA_Transformer_single,MSA_Transformer_ensemble,ESM1v_single,ESM1v_ensemble,Wavenet,DeepSequence,Site_Independent,EVmutation,Ensemble_tranception_EVE,number_mutants,Neff_L_category,Taxon
B3VI55_LIPST,0.37222760282897194,0.3472572883381289,0.31417162163776186,0.31167459018867755,0.39282811228391745,0.3834642443498513,0.3578696719967372,0.3840885022121224,0.3516270933740264,0.315420137362304,0.2567398983088229,0.3085533008773222,0.34039045185314704,6433.0,medium,Eukaryote
BLAT_ECOLX,0.3409911502037544,0.4669333320692044,0.5424289548504689,0.5610161070061516,0.5703868479625458,0.5761873743193445,0.5247999906847696,0.5584096622251963,0.515074770957126,0.5719866026785383,0.333741716035767,0.5541364836874358,0.5588285008785995,3223.0,high,Prokaryote
BRCA1_HUMAN,0.4745323999117267,0.4745323999117267,0.29601750903325746,0.3425866110015538,0.3891557129698501,0.4202017809487143,0.3037790260279735,0.3425866110015538,0.2882559920385414,0.2572099240596772,0.41244026395399824,0.3667929293863995,0.4357248149381464,575.0,low,Human
C6KNH7_9INFA,0.30261852412964807,0.32927240012566633,0.3113762262426255,0.31784931041308706,0.30794929932885173,0.29614543995918646,0.3159454621276572,0.36392243892049014,0.2512146204230413,0.25730693493641693,0.30338006344382,0.2767261874478017,0.3266070125260645,10507.0,medium,Virus
CALM1_HUMAN,0.28313273561680824,0.23012064894812925,0.1915664040981809,0.18674712349193734,0.20120496531066798,0.24698813106998166,0.1891567637950591,0.23253028925125102,0.1915664040981809,0.20361460561378975,0.13614467712638012,0.20361460561378975,0.21566280712939861,1660.0,high,Human
CAPSD_AAV2S,0.3596085284930984,0.31838072980180443,0.1939408603574401,0.18788907339358044,0.18959113847716597,0.2018838307475059,0.14590480133180403,0.14779598475801017,0.16339824802421088,0.20405869168764298,0.23856610946055642,0.19110408521813088,0.24963621225921107,42328.0,low,Virus
CCDB_ECOLI,0.25035240264195113,0.350775521737973,0.3849487134142932,0.38301560125439715,0.37289144071958635,0.3907480498939815,0.3272506045796983,0.380885946350788,0.3885528807424681,0.3769542077830915,0.26060759167257064,0.3373092508666047,0.38288457275858845,1214.0,high,Prokaryote
CP2C9_HUMAN,0.4376131516125699,0.48851599763914777,0.4445013849501128,0.46293089751646793,0.43088765562558984,0.4474390131914253,0.46329124450699993,0.48814734109692515,0.49105009704883135,0.44700061207039005,0.3910760636103202,0.4488903911673785,0.4985594025061318,5519.0,high,Human
DLG4_HUMAN,0.47907758035955283,0.5742388626159507,0.49097274064160257,0.5046521749659598,0.4874041925569877,0.5082207230505746,0.4546925017813509,0.4945412887262175,0.5337953176569816,0.47015621014801556,0.5751429008035087,0.47729330631724537,0.5486642680095438,6726.0,low,Human
DLG4_RAT,0.25013865677832386,0.37266695518297555,0.4449272337293086,0.43550198000587387,0.39780096511213486,0.39780096511213486,0.466919492417323,0.466919492417323,0.35381644773610604,0.4417854824881637,0.41665147255900437,0.4229349750412942,0.4417854824881637,1501.0,low,Eukaryote
DYR_ECOLI,0.31346470589704345,0.36550594927835045,0.41197134515451744,0.40639549764937744,0.4082541134844241,0.40639549764937744,0.34506117509283696,0.35807148593816374,0.4101127293194708,0.4026782659792841,0.33948532758769695,0.40081965014423737,0.397102418474144,2327.0,medium,Prokaryote
ENV_HV1B9,0.30955298780506985,0.34478997164405634,0.3565356329237185,0.321298649084732,0.33304431036439414,0.321298649084732,0.3800269554830428,0.3565356329237185,0.29780732652540765,0.33304431036439414,0.2860616652457455,0.3565356329237185,0.321298649084732,375.0,medium,Virus
ENV_HV1BR,0.26880521990947676,0.2707155919385768,0.24874631360392585,0.2560694063821428,0.26721324321856,0.26625805720400997,0.24046803481115883,0.2586165690876096,0.24938310428029256,0.22741382594564158,0.251611871647576,0.23505531406204191,0.26753163855674333,12563.0,medium,Virus
ESTA_BACSU,0.20592132428942855,0.22956779215041556,0.26897857191872726,0.29262503977971427,0.31824204662911687,0.3300652805596104,0.22168563619675324,0.24730264304615582,0.2374499481040779,0.3280947415711948,0.21774455821992206,0.28474288382605195,0.30641881269862337,2030.0,high,Prokaryote
F7YBW8_MESOW,0.2437322926897152,0.2520165745521563,0.25506867839621356,0.2498365003778297,0.23065184764375551,0.24852845587323374,0.22759974379969827,0.238064099836466,0.2262916992951023,0.2459123668640418,0.04665358733058949,0.2166993729280652,0.25419664872648295,9174.0,high,Prokaryote
GAL4_YEAST,0.20386973509484133,0.30445894677525287,0.3125060837096858,0.3446946314474175,0.40504815845566444,0.3970010215212315,0.31652965217690227,0.34067106298020106,0.34067106298020106,0.35274176838185045,0.2521525567014389,0.3245767891113352,0.34067106298020106,1051.0,medium,Eukaryote
GCN4_YEAST,0.28836568203404683,0.23432529705284913,0.16484480207702348,0.15712474707970953,0.23432529705284913,0.20730510456225026,0.2420453520501631,0.2420453520501631,0.19572502206627934,0.17642488457299443,0.19572502206627934,0.1995850495649363,0.18800496706896538,1053.0,low,Eukaryote
GFP_AEQVI,0.576314931641231,0.6222069049776054,0.6201896753804022,0.6185086507160661,0.590435538821654,0.5967393813129142,0.09831556833727317,0.09730695353867154,0.5413496186230411,0.6179202920835485,0.5897631289559195,0.5800972371359873,0.6492714020734159,48211.0,low,Eukaryote
GRB2_HUMAN,0.341005972494585,0.39699463776641936,0.425289984731755,0.4304072283318689,0.3482303164006281,0.3518424883536497,0.3720104484246868,0.3807398639778223,0.3605719039067851,0.3337816285885418,0.39699463776641936,0.42137679844931497,0.43733055790849357,14681.0,medium,Human
HIS7_YEAST,0.47521343573255637,0.5107369267508256,0.3582098202098798,0.36046564103059014,0.4021556023345512,0.39477291601222647,0.33269511956351216,0.37688870018742826,0.34169276851884545,0.33973887271892383,0.34187220881140196,0.3929870578624975,0.4564234736691396,496102.0,medium,Eukaryote
HSP82_YEAST,0.3343536015443621,0.3612562594838997,0.3418176370909809,0.34696795285864457,0.3445805591315173,0.34724286305030805,0.3686149683488062,0.3726212997660667,0.34099767889768934,0.3584628778052479,0.3350238256504599,0.3481376882871965,0.3565971671924494,7707.5,medium,Eukaryote
I6TAH8_I68A0,0.24709363770872966,0.2559712534347918,0.2737264848869161,0.2766856901289368,0.2103149439864722,0.23187486789262313,0.014584654407102092,0.008243500317057704,0.1511308391460579,0.23567956034664975,0.2866209396135771,0.2403297400126823,0.3033185373071232,9462.0,medium,Virus
IF1_ECOLI,0.409962374431664,0.35530072450744216,0.3865359530355689,0.4177711815636957,0.14446293194258636,0.18350696760274485,0.42167558512971154,0.45681521722385415,0.44119760295979077,0.4255799886957274,0.2459774246589984,0.3435875138093946,0.409962374431664,1102.0,high,Prokaryote
KCNH2_HUMAN,0.3402785413595425,0.38216909978665986,0.19366158686463164,0.17271630765107296,0.3193332621459838,0.2774427037188664,0.17271630765107296,0.19366158686463164,0.40311437900021857,0.21460686607819035,0.36122382057310115,0.40311437900021857,0.3193332621459838,191.0,medium,Human
KKA2_KLEPN,0.4867819398776272,0.4826391148573921,0.4774605835820982,0.5126745962540967,0.4867819398776272,0.5126745962540967,0.5137103025091555,0.5282101900799785,0.388389845647043,0.49610329617315624,0.22267684483763797,0.454675045970805,0.5095674774889204,3958.0,high,Prokaryote
MK01_HUMAN,0.08288680544493231,0.16011573298181994,0.22204458996894683,0.21621599166427605,0.17031578001499378,0.1623014573460715,0.19217302365750916,0.19654447238601222,0.1980016219621799,0.2089302437834376,0.19508732280984453,0.20455879505493452,0.19654447238601222,5501.0,medium,Human
MSH2_HUMAN,0.2817386856209491,0.33517506157260063,0.3502846575313435,0.35470697829975606,0.3576551921453644,0.36207751291377693,0.3418085427252195,0.35728666541466336,0.3502846575313435,0.3484420238778383,0.32080251907525986,0.35728666541466336,0.35618108522256026,15110.0,medium,Human
MTH3_HAEAE,0.43553770221519084,0.42401022665130217,0.44994704667005164,0.45859265334296817,0.455710784451996,0.45282891556102384,0.47012012890685684,0.47012012890685684,0.44994704667005164,0.44994704667005164,0.28568051988463816,0.41824648886935784,0.45859265334296817,1581.0,medium,Prokaryote
NCAP_I34A1,0.295286408793067,0.32065102515324456,0.28302684421898117,0.2821813570069753,0.24328894525470302,0.2623124075248362,0.02599873176918199,0.025153244557176074,0.2145423800465018,0.24286620164870007,0.2904249157143097,0.23990699640667934,0.3430564362714014,9462.0,medium,Virus
NRAM_I33A0,0.3959731543624161,0.5436241610738255,0.44966442953020136,0.46308724832214765,0.3825503355704698,0.5436241610738255,0.11409395973154363,0.3691275167785235,0.30201342281879195,0.31543624161073824,0.4228187919463087,0.4228187919463087,0.5167785234899329,298.0,low,Virus
NUD15_HUMAN,0.4189151506850155,0.4482099164671844,0.46383379155100785,0.4677397603219637,0.5067994480315222,0.5302352606572573,0.48141065102030917,0.5146113855734339,0.3915733692883245,0.46188080716552987,0.3056420563272957,0.4130561975285817,0.4755516978638754,2088.0,high,Human
P53_HUMAN,0.33022156615889575,0.41092573404291666,0.41354235014636187,0.4204824669322924,0.3498957994800008,0.35737942729330774,0.40647214677659654,0.4540004487296667,0.19883818531355624,0.36557483051053274,0.4312178490709174,0.42653758090182897,0.44799995316846597,5064.25,low,Human
P84126_THETH,0.4724495993961287,0.5046620720822284,0.5100308175299116,0.5046620720822284,0.5502964083875362,0.5395589174921697,0.4805027175676536,0.5261370538729615,0.5180839357014366,0.5153995629775949,0.47781834484381197,0.5019776993583868,0.5261370538729615,1500.0,medium,Prokaryote
PABP_YEAST,0.5065596182813682,0.5540799460768762,0.48518342117454755,0.49654655753133115,0.5120724270089166,0.5121849333094789,0.5214104499555804,0.5369363194331659,0.4083416178905554,0.46988256429808645,0.5219729814583914,0.4855209400762342,0.5422241155595899,36638.0,medium,Eukaryote
PA_I34A1,0.3956043956043956,0.4351648351648352,0.3956043956043956,0.4087912087912088,0.27472527472527475,0.24175824175824176,0.03956043956043956,0.08791208791208792,0.24835164835164836,0.3626373626373626,0.36043956043956044,0.3758241758241758,0.42417582417582417,1820.0,medium,Virus
POLG_CXB3N,0.23956955797231125,0.3035596752632187,0.3431601167014442,0.3397508071736499,0.3541748090220102,0.3685988108703705,-0.03396196798841194,0.0003933818685916441,0.2563538510322214,0.29149596462640825,0.29175821920546935,0.2848104008697409,0.3352924793296113,15254.0,medium,Virus
POLG_HCVJF,0.3854821542277543,0.413016593815451,0.49311678170693246,0.49061365083532366,0.4780979964772797,0.41551972468705983,0.4730917347340621,0.5156449595514115,0.14768472142491884,0.3379226676671872,0.44555729514636533,0.4230291173018862,0.49311678170693246,1612.0,medium,Virus
PTEN_HUMAN,0.26792261127339245,0.36679932782995917,0.39445177419782224,0.4014220397737034,0.38120578352658396,0.3605942158057931,0.3383736438618308,0.38169138235138167,0.397636229199987,0.3693656505384832,0.3940790345619323,0.40246095293664347,0.41667814125747704,4671.5,medium,Human
Q2N0S5_9HIV1,0.29965964541149276,0.3677860205613442,0.36682196808280854,0.3722849321278438,0.3780692469990576,0.38642436847969974,0.377105194520522,0.3983143490483059,0.3006236978900284,0.28584155988581533,0.3456128135550246,0.31508448506806286,0.3803187027823074,12482.0,medium,Virus
Q59976_STRSQ,0.5137512937326663,0.5340397985092609,0.5090693310919137,0.5153119479462505,0.5590102659266082,0.5121906395190821,0.41386942406327715,0.427915311985535,0.5137512937326663,0.5277971816549241,0.4404005456942086,0.4997054058104084,0.5418430695771819,2641.0,medium,Prokaryote
R1AB_SARS2,0.17448775494677188,0.3304566313850437,0.5173250022120298,0.5143821932226285,0.012633260529697312,0.012633260529697312,0.010426153787646296,0.002333429066792568,0.2281940190033466,0.24952938417650644,0.4768613786077611,0.3980048522238754,0.4606759291660537,5725.0,medium,Virus
RASH_HUMAN,0.3372812497456186,0.4221318786124409,0.4574863073069502,0.4560721301591698,0.4504154215680483,0.4475870672724876,0.4079901071346372,0.44900124442026795,0.5013257988881417,0.44051618153358574,0.3980908671001746,0.437687827238025,0.4673855473414128,3064.0,high,Human
REV_HV1H2,0.17857343395893513,0.18054111863944372,0.15692890247334065,0.16283195651486643,0.17267037991740938,0.16086427183435784,0.18054111863944372,0.19234722672249527,0.11954289354367748,0.1707026952369008,0.16086427183435784,0.12646681951133032,0.16479964119537502,2033.0,medium,Virus
RL401_YEAST,0.27723285316005025,0.29660873181546227,0.27074508239022976,0.2681224005136173,0.2906657270507064,0.2972527018508418,0.21134814597055698,0.24142324223343248,0.31798531461374,0.27460344192736436,0.18861314072891153,0.2364855726115359,0.28626764252869913,1136.0,medium,Eukaryote
SC6A4_HUMAN,0.3015488661935706,0.36788088885843706,0.3979921359891988,0.3905734229279966,0.4132659569975562,0.4080292183661194,0.3918826075858558,0.3897006331560905,0.4049744541644479,0.3608985706831879,0.37486320703368614,0.38839144849823126,0.4132659569975562,9260.0,medium,Human
SCN5A_HUMAN,0.11735143713630752,0.004672897196261682,0.15491095044965614,0.15491095044965614,0.0610121671662846,0.02345265385293599,0.13613119379298183,0.042232410509610296,0.0610121671662846,0.11735143713630752,0.02345265385293599,0.0610121671662846,0.004672897196261682,213.0,medium,Human
SPG1_STRSG,0.19791162004576224,0.2029289646679334,0.15814949332116482,0.16015864867994686,0.08708105346036558,0.1350025388921607,0.1741826458738564,0.14196113621098988,0.2022963649116762,0.017600015617623088,0.16092521863484463,0.14107708317902856,0.22511924962443583,536960.0,low,Prokaryote
SPIKE_SARS2,0.2679841243235457,0.24361134898867742,0.26380248920670984,0.259020819186595,0.34010819519620233,0.3501899643212068,-0.0537960359167686,-0.025700650314310444,0.26321385511631007,0.0866940930367508,0.13599227522989982,0.17894389946407985,0.2807366444770125,3800.0,medium,Virus
SRC_HUMAN,0.2953763048814985,0.43267275363238694,0.4477879589994572,0.45282636078848065,0.2248386798351705,0.3457603227717328,0.5158063831512735,0.5334407894128556,0.45030715989396897,0.45030715989396897,0.4641627648137834,0.43771115542141037,0.4515667603412248,3366.0,medium,Human
SUMO1_HUMAN,0.35286286063182837,0.39180503369819886,0.43074720676456935,0.440482750031162,0.3269014119209147,0.37557912825387785,0.36259840389842096,0.41452130132024834,0.45995383656434724,0.38531467152047044,0.39829539587592727,0.3204110497431863,0.4339923878534336,1235.0,high,Human
SYUA_HUMAN,0.2764605762022566,0.2319651163520801,0.23458249634326694,0.2319651163520801,0.16653061657240872,0.2319651163520801,0.34451245597311486,0.3523645959466754,0.32095603605243317,0.2371998763344538,0.19008703649309042,0.21102607642258525,0.24505201630801438,1765.0,medium,Human
TADBP_HUMAN,0.09684996828661148,0.09684996828661148,0.06788867609888245,0.09322980676314535,0.05340803000501794,0.0099660917234244,0.024446737817288913,0.02806689934075504,-0.044336331128567524,0.10047012981007761,0.07512899914581471,0.0353072223876873,0.08236932219274697,1105.0,low,Human
TAT_HV1BR,0.2282339528643265,0.23923317950839043,0.2832300860846461,0.2639814394575343,0.26948105277956624,0.302478732711758,0.3327266059829338,0.31622776601683794,0.19523627293213472,0.25023240615245435,0.27223085944058223,0.19523627293213472,0.2584818261355023,1558.0,high,Virus
TPK1_HUMAN,0.24335334458955263,0.2513321427728166,0.20505511330988532,0.21143815185649653,0.22101270967641337,0.25771518131942783,0.24814062349951102,0.2768642969592615,0.20984239221984374,0.19867207476327411,0.18111871876009325,0.2002678343999269,0.2417575849528998,2568.0,medium,Human
TPMT_HUMAN,0.30241530216091855,0.3559401344017891,0.36129261762587617,0.36129261762587617,0.3327460404307452,0.3363143625801366,0.35950845655118047,0.37378174514874596,0.35772429547648477,0.3648609397752675,0.3095519464597013,0.3630767787005718,0.3880550337463114,2682.0,medium,Human
TPOR_HUMAN,0.2962386946587299,0.37394064735610166,0.30595143874590136,0.34480241509458726,0.3253769269202443,0.2865259505715584,0.2185367419613581,0.26710046239721547,0.2185367419613581,0.2185367419613581,0.3156641828330728,0.26710046239721547,0.3836533914432731,498.0,low,Human
TRPC_SACS2,0.5004110890066661,0.5195524967828774,0.48947314170597395,0.49494211535632,0.5441628782094347,0.5441628782094347,0.5277559572583965,0.5496318518597808,0.4593937866290705,0.4703317339297627,0.5113490363073583,0.5136282383882456,0.5168180099577043,1500.0,medium,Prokaryote
TRPC_THEMA,0.35984344403152885,0.35984344403152885,0.3687651823133023,0.35984344403152885,0.3747130078344846,0.3747130078344846,0.39850430991921376,0.4074260482009872,0.3509217057497554,0.36579126955271113,0.36579126955271113,0.36579126955271113,0.35389561851034657,1500.0,medium,Prokaryote
UBC9_HUMAN,0.35292464676278434,0.40154181749031076,0.46816534774655066,0.46816534774655066,0.4429564444063518,0.4537602601235799,0.40154181749031076,0.4555608960764512,0.4897729791810069,0.4843710713223928,0.3403201950926849,0.43935517250060907,0.4555608960764512,2222.0,medium,Human
UBE4B_MOUSE,0.20670265770077792,0.3006584112011315,0.35076814640132015,0.34450442950129656,0.3069221281011551,0.3069221281011551,0.338240712601273,0.3570318633013437,0.3194495619012023,0.34450442950129656,0.338240712601273,0.338240712601273,0.34450442950129656,852.0,low,Eukaryote
VKOR1_HUMAN,0.3722558506870166,0.41027679231558545,0.38148663844010844,0.3728902511891765,0.41987351027407777,0.4075197536631713,0.39192105145931655,0.4139121849404266,0.4071538234577708,0.40439678480535657,0.3719712383050385,0.3748909126042973,0.4388229927207955,1311.5,medium,Human
YAP1_HUMAN,0.15168369164141285,0.2740637947922136,0.338035212348314,0.34598197229317124,0.09128831606049816,0.07936817614321237,0.20810568724989892,0.2180391371809704,0.1492996636579557,0.3630675061746142,0.3376378743510712,0.2967120606350566,0.3348565083703712,10067.0,low,Human
,0.3189144131950279,0.356242612132815,0.3522687036940087,0.3567198639522772,0.33430145912801706,0.3432524545802143,0.2960433473115735,0.3192305947908367,0.3139078217656379,0.3295587441352188,0.3124294625472383,0.33425059960686077,0.37338282876113016,20456.663194444445,,
