,Tranception_no_retrieval,Tranception_retrieval,EVE_single,EVE_ensemble,MSA_Transformer_single,MSA_Transformer_ensemble,ESM1v_single,ESM1v_ensemble,Wavenet,DeepSequence,Site_Independent,EVmutation,Ensemble_tranception_EVE,number_mutants,UniProt_ID,Neff_L_category,Taxon
AMIE_PSEAE_Wrenbeck_2017,0.7710308338446382,0.8047244177998518,0.790834241374136,0.7950458288913312,0.8230657945285009,0.8166480999491708,0.8178064902854691,0.8450901376163006,0.7564607070384094,0.7865989871842513,0.6823667379743843,0.7803356660881916,0.8173852038712,4581,AMIE_PSEAE,high,Prokaryote
B3VI55_LIPST_Klesmith_2015,0.7459594176432982,0.734243394767254,0.7145541534875718,0.7161759298824418,0.7693165926922686,0.7578743812815643,0.7361638745788585,0.7559709020395033,0.7284526792800177,0.7127812717439233,0.6672316798647593,0.7181231527103196,0.7306122874466041,6433,B3VI55_LIPST,medium,Eukaryote
BLAT_ECOLX_Deng_2012,0.6953611936892559,0.7516913538165486,0.7661023786820385,0.7815882378039631,0.7907944425028394,0.7924232334868878,0.7713143899788246,0.786611362081554,0.7578185562799421,0.7859690743049893,0.6636149907258392,0.773574801896349,0.7855669702761825,4085,BLAT_ECOLX,high,Prokaryote
BLAT_ECOLX_Firnberg_2014,0.7522925530234866,0.8322501932267656,0.8722401070636814,0.8835758162835673,0.8780166802793326,0.8832302138010766,0.8464671412697132,0.8736833367658656,0.8538017969762915,0.888847950830477,0.7321507672557831,0.8719472324523864,0.8825465786789893,3920,BLAT_ECOLX,high,Prokaryote
BLAT_ECOLX_Jacquier_2013,0.7593600538062972,0.8380704463929851,0.8726771123953767,0.8775221701873257,0.8609069848545237,0.8643570645675568,0.8430774212833797,0.8596863790354723,0.8381202670386609,0.8748941311279395,0.7328181048226385,0.8546669489836588,0.8777276803507372,802,BLAT_ECOLX,high,Prokaryote
BLAT_ECOLX_Stiffler_2015,0.7555554271972613,0.8376733679323116,0.8817670893826192,0.8906719460433075,0.8816426620611711,0.8889484952717619,0.8563860818534426,0.8838669508519301,0.8584676522658287,0.8949315962605378,0.7411115090218231,0.875630199112595,0.8886832749463544,4085,BLAT_ECOLX,high,Prokaryote
BRCA1_HUMAN_Findlay_2018,0.8592319277108434,0.8807530120481928,0.729789156626506,0.7217469879518073,0.7739608433734941,0.8063253012048193,0.7986746987951807,0.8044728915662651,0.7100451807228916,0.6569352409638554,0.8096686746987951,0.7202259036144578,0.8625,575,BRCA1_HUMAN,low,Human
C6KNH7_9INFA_Lee_2018,0.7056246955303861,0.7255267868016773,0.7196992383910086,0.7212115280894966,0.703831170149219,0.7041155773903764,0.712709884678509,0.7428713514391263,0.6782169751958754,0.6802695172271807,0.7050079995766423,0.6906578210994542,0.7312475714923651,10507,C6KNH7_9INFA,medium,Virus
CALM1_HUMAN_Weile_2017,0.6789485831740212,0.6590690362447905,0.6340298069818653,0.6334673152377924,0.6460961621369752,0.6562123039806995,0.6338998895338794,0.6567218126314597,0.6345400414284242,0.6319351603065181,0.5981878330495471,0.6320171752317829,0.6495088539829497,1660,CALM1_HUMAN,high,Human
CAPSD_AAV2S_Sinai_substitutions_2021,0.7568985577355016,0.7400720957444054,0.6695571135532441,0.6622076626272116,0.6700905708542348,0.6806873873557782,0.6085129169517196,0.6104840678884675,0.6295414206162067,0.6826480220450768,0.7011004239779007,0.6659475057808178,0.7100397149119418,42328,CAPSD_AAV2S,low,Virus
CCDB_ECOLI_Adkar_2012,0.6286429872495448,0.7286134279231777,0.7627764196465663,0.7627105103377751,0.7534432620713897,0.7783489917873008,0.7110535902598025,0.7557720576486755,0.759986258907743,0.7532195698718563,0.6736410698878342,0.7264843575240468,0.7561874860192375,1005,CCDB_ECOLI,high,Prokaryote
CCDB_ECOLI_Tripathi_2016,0.7942264573991031,0.8898542600896862,0.8842152466367713,0.8868423019431989,0.8901718983557548,0.9037331838565024,0.8619693572496263,0.891644245142003,0.9069431988041854,0.8858482810164424,0.815601644245142,0.8609828101644245,0.9010276532137519,1423,CCDB_ECOLI,high,Prokaryote
CP2C9_HUMAN_Amorosi_abundance_2021,0.7919849965263837,0.8141214299827275,0.8016076151870336,0.8093843731875052,0.788594364455662,0.7971753443341811,0.79581680975417,0.8144418312650974,0.8099702352498774,0.8001541138453889,0.7550715437516331,0.7974327106318158,0.823278838983537,5607,CP2C9_HUMAN,high,Human
CP2C9_HUMAN_Amorosi_activity_2021,0.8021738563168105,0.833442059446546,0.8104627274652221,0.817479163319941,0.799273247477758,0.8087186926554696,0.8237566013739175,0.8380682196561047,0.8287606527807112,0.8101879901678977,0.7750324887217044,0.8040243068098698,0.8366231137038665,5431,CP2C9_HUMAN,high,Human
DLG4_HUMAN_Faure_2021,0.8150578453006867,0.8648821131334359,0.8270129652604526,0.8423424275897955,0.8274670310394573,0.8373574317908659,0.798145497903975,0.8318440854229101,0.8513163397443171,0.810627332398701,0.867915983548749,0.8158744473852773,0.8620319207048778,6726,DLG4_HUMAN,low,Human
DLG4_RAT_McLaughlin_2012,0.7219058147683864,0.8014110017668368,0.836612016464155,0.8431488189831312,0.8324268835565733,0.8335694050991501,0.8649356930639319,0.8766891058226649,0.7933788038811185,0.8149016395060753,0.8260825576689599,0.8203452734648755,0.8435189663511365,1501,DLG4_RAT,low,Eukaryote
DYR_ECOLI_Thompson_plusLon_2019,0.7091420349832371,0.7628553119974851,0.7909093499930048,0.7927656862355626,0.7992376024029169,0.801055507864924,0.763521157656016,0.7702521577371957,0.7906152897508131,0.7872424489993316,0.7526068159796049,0.7987228890274508,0.7946060456367678,2327,DYR_ECOLI,medium,Prokaryote
ENV_HV1B9_DuenasDecamp_2016,0.771263019935159,0.7724011864523695,0.7652962681934194,0.760881561702421,0.7677105608056839,0.7593295164516796,0.790956749672346,0.7766089535766021,0.7509139822032146,0.76008829412982,0.748465199696489,0.7617265641167139,0.7688832172173553,375,ENV_HV1B9,medium,Virus
ENV_HV1BR_Haddox_2016,0.6815669777123229,0.6842956791442278,0.6717895174091034,0.6734408370785279,0.6739837160388603,0.6754038613455633,0.6602167714256677,0.6703644934020964,0.666984352424131,0.6559477185803464,0.669303128982952,0.6500527533230285,0.6839759912188462,12563,ENV_HV1BR,medium,Virus
ESTA_BACSU_Nutschel_2020,0.6439339885936173,0.6735600048537798,0.6871607814585609,0.6987472394126927,0.7144589248877563,0.7149006188569349,0.6449013469239171,0.6596723698580269,0.6552301905108604,0.7202951098167698,0.6403747118068196,0.6901055697124135,0.7039728188326659,2030,ESTA_BACSU,high,Prokaryote
F7YBW8_MESOW_Aakre_2015,0.6852923362144976,0.6842900106118808,0.6766838471280814,0.6765905749312471,0.6638281342975152,0.6795525196848298,0.6689751911640409,0.6741435402314233,0.6707519017547435,0.6742175401348481,0.5360774956265438,0.6581863189244701,0.6856006929090508,9174,F7YBW8_MESOW,high,Prokaryote
GAL4_YEAST_Kitzman_2015,0.6601829367006637,0.729686741136474,0.7160858831147805,0.7375424963574551,0.7609842965841024,0.7540310830500243,0.722195240407965,0.7251861745183746,0.7327707625060709,0.7374332200097135,0.6910433867573255,0.7354095839404241,0.7420309211591387,1051,GAL4_YEAST,medium,Eukaryote
GCN4_YEAST_Staller_induction_2018,0.7067756835282724,0.6864486329434553,0.624364896073903,0.6259517246517172,0.6519891231468375,0.6567123593831483,0.6531066080607912,0.6602957610072264,0.6462229009908367,0.6246386798778216,0.6405088281308202,0.6402294569023319,0.6473850853013484,1053,GCN4_YEAST,low,Eukaryote
GFP_AEQVI_Sarkisyan_2016,0.8789674941372304,0.9043573670805409,0.9036031943749429,0.9031744467383507,0.8863348604417595,0.8917306213134637,0.565334505794815,0.5647426274871272,0.8606085266258556,0.9015994590967376,0.894016388178041,0.88443204752996,0.9193720357360885,48211,GFP_AEQVI,low,Eukaryote
GRB2_HUMAN_Faure_2021,0.7597100559922185,0.7983141286230826,0.8332893197074578,0.835707679301726,0.7744104371416106,0.7767325126819498,0.7806461236522385,0.7958890639164834,0.7863486404705177,0.7747849267262605,0.7949619802008907,0.8236889240152205,0.8394850020681648,14681,GRB2_HUMAN,medium,Human
HIS7_YEAST_Pokusaeva_2019,0.8491800722210832,0.8651587161976731,0.7682420254627773,0.7712991018812645,0.7888530649256608,0.7896376655672345,0.7337072088567321,0.7730545807225566,0.7553774803330987,0.7628609558877605,0.7598373241667569,0.796395490557464,0.8350961772619327,496102,HIS7_YEAST,medium,Eukaryote
HSP82_YEAST_Flynn_2019,0.797238357718636,0.831664991432029,0.8377189492712579,0.8398554353422363,0.8249082367001654,0.8313108396371904,0.8516534401048175,0.8649166008859863,0.8231291614896222,0.8489968521172389,0.818780519088984,0.8079211252182451,0.8492640954961661,11425,HSP82_YEAST,medium,Eukaryote
HSP82_YEAST_Mishra_2016,0.8414766869296842,0.8740204627466208,0.8903117028968529,0.8937379911494353,0.8474022387510125,0.8371792339775991,0.8843074868279228,0.8894687820096538,0.8320204493569616,0.8936369410654152,0.8805521058586453,0.8324187917171568,0.8960054462438658,3990,HSP82_YEAST,medium,Eukaryote
I6TAH8_I68A0_Doud_2015,0.6730278588572494,0.6765651532472379,0.6847295734350813,0.6833169655337075,0.6458526649623781,0.6562323340241005,0.507364392880626,0.5056963382906746,0.608075975541633,0.6485428860699727,0.6773960977575154,0.6639796176998485,0.7015596790704965,9462,I6TAH8_I68A0,medium,Virus
IF1_ECOLI_Kelsic_2016,0.7936522454952897,0.7797951157047471,0.7887950089941766,0.7949594499832312,0.616928107564255,0.6354119028019147,0.8048225555657185,0.8219457910302143,0.804346169090521,0.8004950608250252,0.6965151376566359,0.7540016463916583,0.7992050062501905,1102,IF1_ECOLI,high,Prokaryote
KCNH2_HUMAN_Kozek_2020,0.7360166703224392,0.7612415003290196,0.6470717262557578,0.6467427067339329,0.7112305330116254,0.6863347225268699,0.6252467646413687,0.6252467646413687,0.7470936608905462,0.6566132923886816,0.7393617021276596,0.7299298091686773,0.7368940557139724,191,KCNH2_HUMAN,medium,Human
KKA2_KLEPN_Melnikov_2014,0.8343262396512479,0.8341098249588623,0.8354450526582268,0.8504156127512501,0.8336407923727632,0.8427072807587761,0.8466762243118174,0.8608102222822926,0.7835528588193144,0.8398595637594692,0.6649125545193395,0.8142566597800133,0.853787605740165,3958,KKA2_KLEPN,high,Prokaryote
MK01_HUMAN_Brenan_2016,0.5447272600840768,0.5988659801202151,0.6502512642170506,0.6491665974387346,0.609553799657992,0.6111986818647854,0.6207200881587855,0.6301715587591206,0.6281255084271847,0.6427542772909115,0.6436664935304839,0.6398882409036488,0.6319386625482019,5501,MK01_HUMAN,medium,Human
MSH2_HUMAN_Jia_2020,0.7664531001098074,0.8248863109667913,0.8508018456436738,0.8524826543522349,0.8590352923992264,0.8643162891937587,0.8334936480241111,0.8522919404197045,0.8406976062362674,0.8376252343223012,0.8319795654621923,0.8629396483264964,0.8610913325525731,15110,MSH2_HUMAN,medium,Human
MTH3_HAEAE_Rockah-Shmuel_2015,0.8348600994958766,0.8316439243565573,0.8385174865248699,0.840380957917729,0.84115541455231,0.8443342164492098,0.8573525625586552,0.8597527552384827,0.8464748727233466,0.8388247776292077,0.7450729608743678,0.8231934189872682,0.8468444525650503,1581,MTH3_HAEAE,medium,Prokaryote
NCAP_I34A1_Doud_2015,0.7095515750103396,0.7170192188393352,0.6845934171109116,0.6856796742756495,0.6690037302141629,0.6788788501802825,0.5170744051532365,0.5181873797853587,0.646053649121288,0.6645141680987094,0.6874055422482016,0.6698153514725278,0.7244565932968376,9462,NCAP_I34A1,medium,Virus
NRAM_I33A0_Jiang_standard_2016,0.7721273816494753,0.8232061618845997,0.7994684924102518,0.7948290617539749,0.7636142516102878,0.8253231836403766,0.5979009954506554,0.7453718300977433,0.6861853069681546,0.7186613215620918,0.7797621728750957,0.7856402864735822,0.8292419260393677,298,NRAM_I33A0,low,Virus
NUD15_HUMAN_Suiter_2020,0.787248731080634,0.8108125374859234,0.8165494928613451,0.8141661271236461,0.8299633746437348,0.8494231577903495,0.823447856305788,0.845159893852261,0.7644715927023906,0.8045358801670979,0.7196963556769302,0.7868282212625402,0.8319467316088935,2088,NUD15_HUMAN,high,Human
P53_HUMAN_Giacomelli_NULL_Etoposide_2018,0.7942886339340076,0.8308801172341265,0.8405549980503173,0.8415812186124068,0.7819185745053006,0.7875157519705942,0.8335100789031937,0.8642328439725273,0.6393555151195338,0.7795584161379605,0.8505622308637603,0.8488411489003964,0.859328107869693,6403,P53_HUMAN,low,Human
P53_HUMAN_Giacomelli_NULL_Nutlin_2018,0.6534564356790867,0.6747347321931605,0.690274923227773,0.6893533410949934,0.6498993257764256,0.6507235750368929,0.6931634179007324,0.7179508231946158,0.5676940024026189,0.6398672389478153,0.6891151096495465,0.6956333072990488,0.694652241228608,6403,P53_HUMAN,low,Human
P53_HUMAN_Giacomelli_WT_Nutlin_2018,0.7939330522817633,0.8320436422968482,0.8552748788747325,0.8559950987559157,0.7837819892256837,0.7871060310737028,0.84878720451159,0.8783748321289296,0.6367463248599716,0.7870415789642156,0.8682236969787676,0.868600965310923,0.8640330121686159,6403,P53_HUMAN,low,Human
P53_HUMAN_Kotler_2018,0.7464314941150294,0.8195250540225594,0.8064974148366879,0.819098907480946,0.8342931058540467,0.8341234014790679,0.8103082208570447,0.8536016925182996,0.747479890031565,0.7454924632401467,0.8523685073934539,0.8337142253749523,0.8484125098522817,1048,P53_HUMAN,low,Human
P84126_THETH_Chan_2017,0.7990142387732749,0.8097797890125092,0.8235222588920275,0.8246815011241138,0.851997103245518,0.8531680549951001,0.8057391047443362,0.8300678791721912,0.8450938923156742,0.8334384187467573,0.7881162809131261,0.8214046376895141,0.8263190321092985,1500,P84126_THETH,medium,Prokaryote
PA_I34A1_Wu_2015,0.7769490399710179,0.7961731674918489,0.7815227629513344,0.7833407800990219,0.7037688684941432,0.6654353338968724,0.5368288854003139,0.5687743026204565,0.6667153725395483,0.7662311315058568,0.7720021736505253,0.7728740490278951,0.800603791812583,1820,PA_I34A1,medium,Virus
PABP_YEAST_Melamed_2013,0.8476663493231162,0.8729483111324963,0.8389086657035131,0.8460552687248952,0.853641537414871,0.850961966129442,0.8530182200639,0.8621866117728936,0.7865682431744279,0.8279845779610039,0.8542937917763355,0.8388226821670566,0.8713706388658717,36638,PABP_YEAST,medium,Eukaryote
POLG_CXB3N_Mattenberger_2021,0.6726737247819905,0.7023391559474839,0.727059401462398,0.7263671476876543,0.7382636630516373,0.7450159679779004,0.4689173919895059,0.5157301110403563,0.6746794905687613,0.6947119071070935,0.7068340125537786,0.6880456599829587,0.7240684414863257,15254,POLG_CXB3N,medium,Virus
POLG_HCVJF_Qi_2014,0.7811105889724311,0.8083317669172932,0.8310432330827069,0.8279589598997494,0.8162061403508772,0.8001300125313283,0.8246577380952381,0.8510307017543859,0.6255968045112782,0.7197830513784462,0.8226832706766917,0.7794619360902255,0.8400798872180452,1612,POLG_HCVJF,medium,Virus
PTEN_HUMAN_Matreyek_2021,0.6733970285338273,0.7195609786052632,0.703469856046368,0.7159146734451971,0.7120327366063179,0.7140239862626591,0.6728736529698887,0.7012505802764595,0.729385819620781,0.6804090780026771,0.7300270814460263,0.7231026368213018,0.7361344911820513,3818,PTEN_HUMAN,medium,Human
PTEN_HUMAN_Mighell_2018,0.7125636589187778,0.7923716781562752,0.847367963949403,0.8513353282053051,0.8267106910026264,0.8031063827690367,0.8151742443467677,0.8418468539497479,0.8303925602526894,0.8302565882515263,0.8247528019779538,0.8475494396044092,0.8522822045758043,5525,PTEN_HUMAN,medium,Human
Q2N0S5_9HIV1_Haddox_2018,0.7129935534688007,0.7558406739575294,0.7588902197340195,0.7594009622100651,0.7570405128103848,0.763449493781881,0.7581271717398199,0.7724984919885317,0.7096921539644534,0.6927389683458938,0.7497300552978415,0.7058019426208253,0.7655137881880588,12482,Q2N0S5_9HIV1,medium,Virus
Q59976_STRSQ_Romero_2015,0.8415651917641227,0.8513698655160697,0.8483545416793017,0.8517315582380085,0.8632801511071816,0.8402682128117163,0.7737295390914328,0.7855978098714103,0.8421887159177679,0.8521221741994962,0.7997854200080621,0.8393493671595187,0.8603987875377981,2641,Q59976_STRSQ,medium,Prokaryote
R1AB_SARS2_Flynn_growth_2022,0.6298484857095767,0.7336869641040547,0.8462957129406887,0.8484662242966828,0.4964742468195017,0.4964742468195017,0.4966060430889907,0.48997482339435205,0.6625858536325298,0.702090905867965,0.8345008940225385,0.8233028118071054,0.8213416318976201,5725,R1AB_SARS2,medium,Virus
RASH_HUMAN_Bandaru_2017,0.7605503316579196,0.8060542382067324,0.8283285910775595,0.8340490464741066,0.8099127894913412,0.8149370307429167,0.7862420085365603,0.8103982644893787,0.8608801646715194,0.8324228802216685,0.8027641576458812,0.8154810027283594,0.836584415902581,3064,RASH_HUMAN,high,Human
REV_HV1H2_Fernandes_2016,0.6163543106485622,0.615457025154968,0.6093720356668564,0.609723399889267,0.6131286322155498,0.6160218213637191,0.6176673287413998,0.6258551798636358,0.5805475861374715,0.6162338014317851,0.6067547109908278,0.573853758919618,0.6168968441104387,2033,REV_HV1H2,medium,Virus
RL401_YEAST_Mavor_2016,0.6934433074153729,0.7217049133835937,0.7057031330008903,0.704007436642797,0.7169900503391393,0.7305004766068741,0.6654810578309267,0.6840923593221941,0.7286649493063597,0.6986840135813265,0.6666193998692286,0.6808014085505638,0.7184041153624969,1109,RL401_YEAST,medium,Eukaryote
RL401_YEAST_Roscoe_2013,0.7000456557402419,0.7243089732875229,0.7092851394434643,0.7091032903086018,0.721786300182623,0.7205907388491659,0.6570944377379515,0.6945553595196088,0.7403233045470022,0.7123436871266289,0.659729315628192,0.6822708700900734,0.7230708515182468,1075,RL401_YEAST,medium,Eukaryote
RL401_YEAST_Roscoe_2014,0.7219393852904976,0.7586114629229918,0.7424249451470772,0.7418933623503808,0.7145828502113845,0.7150466472823275,0.6647139620756702,0.6817959649654828,0.7441552649886727,0.7326406107850657,0.727851014110134,0.6755739488752921,0.7563317219358177,1224,RL401_YEAST,medium,Eukaryote
SC6A4_HUMAN_Young_2021,0.715898843911922,0.7504549861511671,0.7620884247600068,0.7605430715462091,0.7707370418572976,0.7720680542923004,0.7511138150487604,0.7532264905015897,0.768446780641495,0.7452113975209218,0.7458152367251547,0.7598387035648939,0.7699597351658279,9260,SC6A4_HUMAN,medium,Human
SCN5A_HUMAN_Glazer_2019,0.5369423382119556,0.5379121847998589,0.594251454769882,0.5797037559513313,0.5770587198025039,0.5675365896667254,0.6043907600070534,0.5750308587550697,0.5866690178099101,0.5638335390583671,0.5461999647328514,0.5488450008816786,0.555281255510492,213,SCN5A_HUMAN,medium,Human
SPG1_STRSG_Olson_2014,0.6503659513220694,0.6540208061530915,0.6183000414873969,0.6273223699175087,0.5629551003480405,0.6060485569832526,0.6293195801166879,0.6059232369951449,0.660720192455495,0.5130045077356069,0.5962547839528414,0.6001127998778341,0.6725118898831944,536960,SPG1_STRSG,low,Prokaryote
SPIKE_SARS2_Starr_bind_2020,0.6733758679853756,0.6494568634848771,0.6239576876779763,0.628372426361603,0.7057477643481463,0.7077658584184476,0.4446072618823043,0.4587631152253393,0.6586192744405818,0.5546440586232606,0.5697919754583591,0.5948648783697595,0.6518825625892688,3802,SPIKE_SARS2,medium,Virus
SPIKE_SARS2_Starr_expr_2020,0.6903294030724629,0.6850165592027724,0.7431247163580613,0.7413196774423171,0.7709084729491755,0.7957856821910424,0.4686528706604014,0.4844034565137695,0.6802001678569428,0.5984353234481743,0.6066206706005852,0.6635260311905548,0.7347756200592142,3798,SPIKE_SARS2,medium,Virus
SRC_HUMAN_Ahler_CD_2019,0.7216813922356091,0.8065522336258615,0.8226103426049879,0.8249186375130151,0.67228300857752,0.7459078784272893,0.8605773216322079,0.8751827061331747,0.8156327036541227,0.8015776686994892,0.8247542267836779,0.7981599484357181,0.8282028856165402,3366,SRC_HUMAN,medium,Human
SUMO1_HUMAN_Weile_2017,0.743939298201272,0.7790345001895616,0.8030719491132735,0.7999599814650995,0.7324076414339273,0.7561159905640507,0.7504212477357934,0.7870329415729391,0.8065972661021946,0.791066388643161,0.7666208559753991,0.7326656556721007,0.8003206748388727,1235,SUMO1_HUMAN,high,Human
SYUA_HUMAN_Newberry_2020,0.6968216289536961,0.6846685300504894,0.6916125463276953,0.6888679943276403,0.6558220468449213,0.6951072473299491,0.7731193182207425,0.7882610244500621,0.7574295579258894,0.6787152927636312,0.6444858910331505,0.6718252255585013,0.6938638496687699,1765,SYUA_HUMAN,medium,Human
TADBP_HUMAN_Bolognesi_2019,0.5690433597410341,0.5684749061314357,0.5389169566271534,0.5419590844456676,0.5265125452960873,0.5157594343640856,0.5256770659275132,0.5265780730897011,0.47310411711127276,0.547976174094242,0.5514376797918836,0.5328605503024108,0.5594959602115237,1105,TADBP_HUMAN,low,Human
TAT_HV1BR_Fernandes_2016,0.6408223062381853,0.6699338374291115,0.7338705103969754,0.7303856332703214,0.7163421550094518,0.7309943289224952,0.734429111531191,0.7374933837429111,0.6521568998109641,0.7002155009451796,0.7200897920604915,0.649015122873346,0.7010775047258979,1558,TAT_HV1BR,high,Virus
TPK1_HUMAN_Weile_2017,0.6772363390978569,0.6787829884486716,0.6343716478388607,0.6357798340351983,0.6525536107052708,0.6671364864735821,0.663510979968997,0.6850615763154795,0.6517954055697202,0.6272931567371077,0.6264276824451002,0.6366885979571114,0.6618990778672218,2568,TPK1_HUMAN,medium,Human
TPMT_HUMAN_Matreyek_2018,0.729613993482335,0.7748592415156953,0.7852425422872309,0.7877087503034016,0.7767640072100176,0.7734645885475315,0.7787312438076214,0.7993864322747766,0.7774308940501438,0.7850937262501143,0.7528062168496361,0.7830114954420114,0.7955721260400211,2682,TPMT_HUMAN,medium,Human
TPOR_HUMAN_Bridgford_S505N_2020,0.7373175160963186,0.7732128959222659,0.74194004858376,0.7563500860828754,0.7584255088323388,0.7348647437560435,0.7179783495672272,0.7313035069927596,0.6795594443527275,0.6819886323435768,0.7514917101011767,0.720454706256928,0.7948869130445035,498,TPOR_HUMAN,low,Human
TRPC_SACS2_Chan_2017,0.823777815995693,0.8421545058922056,0.8295513175210864,0.8325432194771789,0.8626267422384399,0.8721903601124603,0.8471316623796137,0.8676478285577557,0.8339115870072382,0.8122224008494348,0.8311795253334928,0.8404804988933422,0.844286504755638,1500,TRPC_SACS2,medium,Prokaryote
TRPC_THEMA_Chan_2017,0.7777197994145169,0.7807599784202565,0.763675277927637,0.7626736771352006,0.7886467555209651,0.7894139861500499,0.796522477425289,0.8070580795797258,0.7732137013681911,0.7585368226481175,0.7684201682158682,0.7810518356048077,0.7776070364113947,1500,TRPC_THEMA,medium,Prokaryote
UBC9_HUMAN_Weile_2017,0.7393417827406428,0.7667606120146292,0.8034187514590305,0.8021562848546158,0.7810595154722071,0.7962107358701009,0.7735592885119187,0.7989683033745754,0.8250517145228646,0.807292071952896,0.7241751614660338,0.7895453985422665,0.8044591212097632,2222,UBC9_HUMAN,medium,Human
UBE4B_MOUSE_Starita_2013,0.684322033898305,0.7658113622096672,0.8358590317011927,0.8324996076585061,0.7470868644067797,0.7612700094161959,0.833598163841808,0.8420433145009416,0.7905386848713118,0.8230932203389829,0.8094691619585687,0.8162370527306968,0.8234757532956686,852,UBE4B_MOUSE,low,Eukaryote
VKOR1_HUMAN_Chiasson_abundance_2020,0.7633190644420949,0.780722629700169,0.7333553138112308,0.7305924045783248,0.7568953004755887,0.7641055726037288,0.7209480094159947,0.7395626498878258,0.7372150980096002,0.7365685772491003,0.7362397910503844,0.7309653973247672,0.7735841932120846,2087,VKOR1_HUMAN,medium,Human
VKOR1_HUMAN_Chiasson_activity_2020,0.7361231319600716,0.7609341642144134,0.7824418671744274,0.7798309387802204,0.759159886907853,0.7616409901332872,0.7797155386302004,0.78845709999423,0.7744359817667764,0.780811840055392,0.7616986902082973,0.7647784317119614,0.7878079741503663,536,VKOR1_HUMAN,medium,Human
YAP1_HUMAN_Araya_2012,0.6187327671794185,0.6909335342903182,0.7277306509107044,0.7342365451481053,0.5484443108099265,0.5418050693038732,0.6492169553153835,0.6544294974814989,0.6070684827523982,0.7448209870642295,0.7269566960221427,0.6973449980585017,0.7283698573679566,10067,YAP1_HUMAN,low,Human
