UniProt_ID,Tranception_no_retrieval,Tranception_retrieval,MSA_Transformer_single,MSA_Transformer_ensemble,ESM1v_single,ESM1v_ensemble,Wavenet,number_mutants,Neff_L_category,Taxon
Q2N0S5_9HIV1,0.7102287847583129,0.7616262233158315,0.7659050123080565,0.7720445684851361,0.7667736451605396,0.7807005168343808,0.7107075139310561,12729.0,medium,Virus
Q59976_STRSQ,0.8421959058544304,0.8574765130537975,0.8716910601265823,0.8523027096518988,0.785595332278481,0.7964245450949367,0.8504321598101265,2999.0,medium,Prokaryote
R1AB_SARS2,0.6298484857095767,0.7336869641040547,0.4964742468195017,0.4964742468195017,0.4966060430889907,0.48997482339435205,0.6625858536325298,5725.0,medium,Virus
RASH_HUMAN,0.7596909096588329,0.8077813205058278,0.8053326733767592,0.8099445203981843,0.7871587187551808,0.8106706328134574,0.858553685945568,3134.0,high,Human
REV_HV1H2,0.6125281173848749,0.610106898131756,0.6103277584543074,0.6129598580939885,0.6156691937600234,0.6236670276800034,0.5752929762078325,2147.0,medium,Virus
RL401_YEAST,0.7184507999245072,0.7423565056855611,0.7208039459231856,0.720672741288832,0.6557720486410726,0.6808126363479966,0.7409150248584891,1276.0,medium,Eukaryote
SC6A4_HUMAN,0.7588353032678721,0.7812934465369095,0.7940883844944787,0.8013047930828457,0.7817818656095183,0.7868016793795423,0.7954355405626778,11576.0,medium,Human
SCN5A_HUMAN,0.5320471938775511,0.5290178571428571,0.5694355867346939,0.5634566326530612,0.5927136479591837,0.568718112244898,0.5785235969387754,224.0,medium,Human
SPG1_STRSG,0.6503639334378409,0.6540187045422634,0.5629540125421546,0.6060476966459426,0.6293192623216722,0.6059232726918639,0.6607188656784927,536962.0,low,Prokaryote
SPIKE_SARS2,0.6818526355289193,0.6672367113438247,0.738328118648661,0.751775770304745,0.45663006627135283,0.4715832858695544,0.6694097211487623,3800.0,medium,Virus
SRC_HUMAN,0.7209027345102111,0.8057554269890719,0.6718099193987044,0.7453406517331751,0.8606778420610197,0.8751904267418287,0.8147238293032685,3372.0,medium,Human
SUMO1_HUMAN,0.6893538461538462,0.7363369963369963,0.7647032967032966,0.785418315018315,0.7796131868131868,0.8002608058608058,0.8077113553113553,1700.0,high,Human
SYUA_HUMAN,0.720287669855891,0.6916120660507535,0.6415421589860277,0.6854319160018641,0.7747411610969469,0.7715053321270937,0.7534556021602653,2497.0,medium,Human
TADBP_HUMAN,0.567113343251194,0.5686359772262055,0.533808346662789,0.5254051968098792,0.5249102359034015,0.5236462679388374,0.47418093757340524,1196.0,low,Human
TAT_HV1BR,0.6388950789229341,0.6654577530176415,0.7105775301764161,0.7248022284122564,0.7382562674094707,0.7403361188486537,0.6459925719591457,1577.0,high,Virus
TPK1_HUMAN,0.6692373713923437,0.6712202322572957,0.6389964154146275,0.6567786404729568,0.6527516720754096,0.6749962134661558,0.6399693270067182,3181.0,medium,Human
TPMT_HUMAN,0.7192239325108575,0.7652520754064337,0.7762707060225219,0.7728237057534879,0.7852290633767631,0.8023679810907414,0.7791056535608594,3648.0,medium,Human
TPOR_HUMAN,0.7506189019950488,0.7734636668122906,0.7552242609582059,0.7322520751419833,0.7315421581476627,0.7386049220911606,0.6770241735838066,562.0,low,Human
TRPC_SACS2,0.826530612244898,0.8442623099301855,0.864886945369307,0.8741671708626644,0.8489223489857509,0.8690823391312855,0.8349159653209766,1519.0,medium,Prokaryote
TRPC_THEMA,0.7747372298414384,0.7794722324541491,0.788293343155983,0.7892977376495883,0.7966133273940567,0.807014913866212,0.7729682962556859,1519.0,medium,Prokaryote
UBC9_HUMAN,0.7395919724376797,0.7618313866044104,0.7761779323631961,0.7877103374533108,0.7728349415007044,0.7900431239732024,0.8160697388082876,2563.0,medium,Human
UBE4B_MOUSE,0.6975944388548431,0.7762736668800878,0.7581725052593067,0.7716271837556022,0.8376474892527213,0.8463733650416172,0.7984359279246319,899.0,low,Eukaryote
VKOR1_HUMAN,0.7425832092800012,0.7626141978439137,0.7463334117229781,0.7540864234482132,0.7487138733492484,0.7595727153857003,0.748611926927256,1696.0,medium,Human
YAP1_HUMAN,0.6183801401979461,0.6906384024593553,0.5477204691633638,0.54109646180787,0.6491105950937259,0.6540261256854103,0.6067609416400416,10075.0,low,Human
,0.7265219502330902,0.7517994164322402,0.7372536203015212,0.743873063629358,0.7140596425604809,0.7296422976171656,0.7244101719452405,21608.79513888889,,
