,Tranception_no_retrieval,Tranception_retrieval,MSA_Transformer_single,MSA_Transformer_ensemble,ESM1v_single,ESM1v_ensemble,Wavenet,number_mutants,UniProt_ID,Neff_L_category,Taxon
HSP82_YEAST_Flynn_2019,0.27504076208625594,0.2886168143281735,0.2926393483257787,0.2906280813269761,0.29364498182518,0.3047069503185943,0.2896224478275748,13194,HSP82_YEAST,medium,Eukaryote
HSP82_YEAST_Mishra_2016,0.38620279764337784,0.4096026825602091,0.3812765060819397,0.37881336030122065,0.4108342554505687,0.4157605470120068,0.37635021452050155,4323,HSP82_YEAST,medium,Eukaryote
I6TAH8_I68A0_Doud_2015,0.24709363770872966,0.2559712534347918,0.2103149439864722,0.23187486789262313,0.014584654407102092,0.008243500317057704,0.1511308391460579,9462,I6TAH8_I68A0,medium,Virus
IF1_ECOLI_Kelsic_2016,0.3984917137270338,0.36028279594504464,0.14376559518043966,0.17560635999876392,0.43033247854535805,0.43988470799085533,0.41759617261802834,1367,IF1_ECOLI,high,Prokaryote
KCNH2_HUMAN_Kozek_2020,0.36,0.4,0.3,0.3,0.18,0.2,0.36,200,KCNH2_HUMAN,medium,Human
KKA2_KLEPN_Melnikov_2014,0.4949089947949539,0.487333857119521,0.46881685391290706,0.5050091783621978,0.48817553908345795,0.5117426340736938,0.39390715912251434,4960,KKA2_KLEPN,high,Prokaryote
MK01_HUMAN_Brenan_2016,0.05419295947930309,0.1246878941764979,0.13878688111593684,0.1417241700616533,0.15641061479023555,0.17050960172967453,0.17168451730796108,6809,MK01_HUMAN,medium,Human
MSH2_HUMAN_Jia_2020,0.277339857830762,0.32624517418572085,0.34099173860103954,0.34512050924559806,0.32791729822660415,0.34030361016027977,0.3347985826342017,16749,MSH2_HUMAN,medium,Human
MTH3_HAEAE_Rockah-Shmuel_2015,0.42674797970325806,0.41899490153565455,0.43966977664926393,0.4345010578708616,0.45517593298447095,0.4500072142060686,0.4293323390924592,1777,MTH3_HAEAE,medium,Prokaryote
NCAP_I34A1_Doud_2015,0.295286408793067,0.32065102515324456,0.24328894525470302,0.2623124075248362,0.02599873176918199,0.025153244557176074,0.2145423800465018,9462,NCAP_I34A1,medium,Virus
NRAM_I33A0_Jiang_standard_2016,0.3959731543624161,0.5436241610738255,0.3825503355704698,0.5436241610738255,0.11409395973154363,0.3691275167785235,0.30201342281879195,298,NRAM_I33A0,low,Virus
NUD15_HUMAN_Suiter_2020,0.45447100474442376,0.4559659751547672,0.5112798803374767,0.5501491110064077,0.47241064966854573,0.5142698211581637,0.39317721792034027,2844,NUD15_HUMAN,high,Human
P53_HUMAN_Giacomelli_NULL_Etoposide_2018,0.3601285952636527,0.42446765841776946,0.35208621236938814,0.3551794365594899,0.41518798584746414,0.4498320967766039,0.15721308839297696,7467,P53_HUMAN,low,Human
P53_HUMAN_Giacomelli_NULL_Nutlin_2018,0.25539037100307327,0.29717422068779287,0.22699878083268682,0.22967723273555346,0.34110083189480583,0.3630641374983123,0.09039773378648804,7467,P53_HUMAN,low,Human
P53_HUMAN_Giacomelli_WT_Nutlin_2018,0.3735180674819373,0.4175347406297415,0.3329401969238053,0.3350034784776086,0.4092816144145282,0.4340409930601681,0.13967949138422736,7467,P53_HUMAN,low,Human
P53_HUMAN_Kotler_2018,0.3437269059300297,0.4641284210015655,0.499083699570721,0.5146193789347902,0.4718962606836001,0.5418068178219112,0.3592625852940988,1048,P53_HUMAN,low,Human
P84126_THETH_Chan_2017,0.4705947817753916,0.5155959817775614,0.5500086641321619,0.5394201464845925,0.489124687658638,0.5314787582489154,0.5235373700132384,1519,P84126_THETH,medium,Prokaryote
PA_I34A1_Wu_2015,0.3956043956043956,0.4351648351648352,0.27472527472527475,0.24175824175824176,0.03956043956043956,0.08791208791208792,0.24835164835164836,1820,PA_I34A1,medium,Virus
PABP_YEAST_Melamed_2013,0.5031634221526452,0.5507710542649672,0.5095111064342881,0.5084166781098669,0.5137793768995308,0.5343546293986493,0.4075103865982326,37708,PABP_YEAST,medium,Eukaryote
POLG_CXB3N_Mattenberger_2021,0.24817006887825543,0.3105467478910653,0.36350327537949156,0.3782699993906874,-0.03570747030249131,0.0012093397254981778,0.25911781254172817,15711,POLG_CXB3N,medium,Virus
POLG_HCVJF_Qi_2014,0.3855626466142108,0.4152213117383809,0.48936797454880604,0.4201644225924092,0.4819533082677635,0.5264413059540186,0.15817954732890702,1630,POLG_HCVJF,medium,Virus
PTEN_HUMAN_Matreyek_2021,0.2716899961016977,0.31418458755559103,0.31733233507069425,0.31654539819191846,0.310249903161712,0.3551053052519328,0.34802287334295057,5083,PTEN_HUMAN,medium,Human
PTEN_HUMAN_Mighell_2018,0.25747717285001515,0.3681389125853086,0.40649326556174553,0.390774268440255,0.39328930797969347,0.4121521045254821,0.4171821836043591,7260,PTEN_HUMAN,medium,Human
Q2N0S5_9HIV1_Haddox_2018,0.29543304162403333,0.37914441982048136,0.39519434571528905,0.4014884343014881,0.39141789256356957,0.4137619070445764,0.3029859479274723,12729,Q2N0S5_9HIV1,medium,Virus
Q59976_STRSQ_Romero_2015,0.5009042425437821,0.5276250816762564,0.5571586407174123,0.5163742020415304,0.4151162853289961,0.4151162853289961,0.5065296823611452,2999,Q59976_STRSQ,medium,Prokaryote
R1AB_SARS2_Flynn_growth_2022,0.17448775494677188,0.3304566313850437,0.012633260529697312,0.012633260529697312,0.010426153787646296,0.002333429066792568,0.2281940190033466,5725,R1AB_SARS2,medium,Virus
RASH_HUMAN_Bandaru_2017,0.33759706344314394,0.4249425049089266,0.440193296275968,0.44157973185478994,0.40969171354188516,0.44157973185478994,0.4970371550076678,3134,RASH_HUMAN,high,Human
REV_HV1H2_Fernandes_2016,0.1728101622603385,0.16163133485717948,0.1690838864592855,0.16535761065823248,0.178399575961918,0.19516781706665648,0.11505288734401697,2147,REV_HV1H2,medium,Virus
RL401_YEAST_Mavor_2016,0.2946772435542148,0.2946772435542148,0.2912370360950855,0.29811745101334414,0.2017916421577233,0.22931330183075782,0.33251952560463727,1253,RL401_YEAST,medium,Eukaryote
RL401_YEAST_Roscoe_2013,0.3116478995857054,0.30469789930568714,0.3324979004257601,0.30469789930568714,0.22129789594546811,0.2768978981856141,0.36029790154583313,1195,RL401_YEAST,medium,Eukaryote
RL401_YEAST_Roscoe_2014,0.2892553226297045,0.3291526085096637,0.27928100115971466,0.27595622733638475,0.1994864293997962,0.209460750869786,0.2892553226297045,1380,RL401_YEAST,medium,Eukaryote
SC6A4_HUMAN_Young_2021,0.3859709744298549,0.43192812715964063,0.47062888735314445,0.4809951624049758,0.4671734623358673,0.4671734623358673,0.4702833448514167,11576,SC6A4_HUMAN,medium,Human
SCN5A_HUMAN_Glazer_2019,0.08928571428571429,-0.017857142857142856,0.05357142857142857,0.03571428571428571,0.10714285714285714,0.017857142857142856,0.05357142857142857,224,SCN5A_HUMAN,medium,Human
SPG1_STRSG_Olson_2014,0.19790872603058351,0.20292843302345123,0.08708082532062393,0.13500218520507123,0.174182189540564,0.14196076429338375,0.20228761936478726,536962,SPG1_STRSG,low,Prokaryote
SPIKE_SARS2_Starr_bind_2020,0.2617359694410879,0.2140512786522257,0.287167804528481,0.28080984575663276,-0.07523584546687141,-0.04450571140293802,0.2553780106692396,3802,SPIKE_SARS2,medium,Virus
SPIKE_SARS2_Starr_expr_2020,0.2742322792060034,0.2731714193251291,0.39304858586392366,0.41957008288578085,-0.032356226366665776,-0.0068955892256828705,0.27104969956338054,3798,SPIKE_SARS2,medium,Virus
SRC_HUMAN_Ahler_CD_2019,0.29498168038346945,0.43209470026320573,0.2245382940232379,0.3452983849264919,0.5151172627591929,0.5327281093492507,0.44970554685326364,3372,SRC_HUMAN,medium,Human
SUMO1_HUMAN_Weile_2017,0.2517746535902218,0.3219810473798029,0.3849247107773583,0.40429199182276,0.4018710816920848,0.4309220032601873,0.44786837417491376,1700,SUMO1_HUMAN,high,Human
SYUA_HUMAN_Newberry_2020,0.28413073503490877,0.22868631506960985,0.18280127785694866,0.24398132747383025,0.3319276487980975,0.3242801425959873,0.3319276487980975,2497,SYUA_HUMAN,medium,Human
TADBP_HUMAN_Bolognesi_2019,0.08361204013377926,0.08695652173913043,0.06688963210702341,0.03678929765886288,0.030100334448160536,0.023411371237458192,-0.046822742474916385,1196,TADBP_HUMAN,low,Human
TAT_HV1BR_Fernandes_2016,0.22664389587212344,0.2293693396600337,0.26207466511495675,0.29205454678196957,0.3383870911764439,0.32203442844898233,0.18576223905346964,1577,TAT_HV1BR,high,Virus
TPK1_HUMAN_Weile_2017,0.23390590153908428,0.24162544544988543,0.19402159133327837,0.23390590153908428,0.21460704176208142,0.2570645332714877,0.191448410029678,3181,TPK1_HUMAN,medium,Human
TPMT_HUMAN_Matreyek_2018,0.28972501079898244,0.3313123329232383,0.3063599396486848,0.30913242779030187,0.3299260888524298,0.3437885295605151,0.341016041418898,3648,TPMT_HUMAN,medium,Human
TPOR_HUMAN_Bridgford_S505N_2020,0.3327867952819396,0.36691877428521547,0.3413197900327586,0.27305583202620687,0.2645228372753879,0.28158882677702585,0.2133248687704741,562,TPOR_HUMAN,low,Human
TRPC_SACS2_Chan_2017,0.5082219362005351,0.5270647265614972,0.5512911713113055,0.5566748257001517,0.543215689728036,0.5566748257001517,0.46246087389534174,1519,TRPC_SACS2,medium,Prokaryote
TRPC_THEMA_Chan_2017,0.36544000837807344,0.36251318961867485,0.3742204646562692,0.3742204646562692,0.39470819597205925,0.40641547100965353,0.35373273334047917,1519,TRPC_THEMA,medium,Prokaryote
UBC9_HUMAN_Weile_2017,0.35544274229985595,0.3944595254536177,0.43659765125968036,0.43191563728122895,0.39602019677976813,0.43191563728122895,0.4771751057395926,2563,UBC9_HUMAN,medium,Human
UBE4B_MOUSE_Starita_2013,0.20311856795208966,0.3059461234859525,0.3180434829605246,0.32409216269781066,0.3301408424350967,0.34828688164695487,0.3180434829605246,899,UBE4B_MOUSE,low,Eukaryote
VKOR1_HUMAN_Chiasson_abundance_2020,0.40185520521479756,0.4523190340552365,0.4152132775549138,0.4404451919751332,0.3751390605345652,0.41076058677487504,0.39294982365472014,2695,VKOR1_HUMAN,medium,Human
VKOR1_HUMAN_Chiasson_activity_2020,0.3290112942924895,0.3826717344437241,0.3707471921878942,0.3767094633158092,0.3826717344437241,0.3826717344437241,0.3707471921878942,697,VKOR1_HUMAN,medium,Human
YAP1_HUMAN_Araya_2012,0.15076922240288873,0.2730521020194901,0.09121587194025821,0.07890817951131457,0.20794043884701402,0.21786599725745245,0.14878411072080105,10075,YAP1_HUMAN,low,Human
Average,0.3190960758897496,0.35920531783275833,0.34295052856963865,0.3530868604238594,0.30691976594864107,0.33047729222541433,0.31735775421639983,18648.6091954023,,,
