UniProt_ID,Tranception_no_retrieval,Tranception_retrieval,MSA_Transformer_single,MSA_Transformer_ensemble,ESM1v_single,ESM1v_ensemble,Wavenet,number_mutants,Neff_L_category,Taxon
CP2C9_HUMAN,0.5705101523655614,0.6312669022623323,0.5799999200750219,0.5940963467497247,0.6149896048901717,0.6434398696452561,0.6316162776156805,6256.0,high,Human
DLG4_HUMAN,0.5801787669504238,0.6668526807724589,0.6017378000757602,0.6142523612857769,0.5501922679573157,0.6077015417990775,0.6503516708211207,6976.0,low,Human
DLG4_RAT,0.30715585043902294,0.44331650676438283,0.48847489809044614,0.49578862067253276,0.556987282368234,0.5877511851101971,0.4435994031948022,1576.0,low,Eukaryote
DYR_ECOLI,0.347038343418156,0.42266681569667014,0.48715474525564084,0.48951879580084845,0.41638717915564427,0.436003156942476,0.4845982837196183,2363.0,medium,Prokaryote
ENV_HV1B9,0.40354587458401275,0.4074188782624282,0.3800931220864542,0.37535926116570395,0.4154322170311097,0.388698392716384,0.38769237041863636,375.0,medium,Virus
ENV_HV1BR,0.35807861333123897,0.36247798293281547,0.3427861246868258,0.3450898115065554,0.3204754746148335,0.33602304412138023,0.3366374700415189,12863.0,medium,Virus
ESTA_BACSU,0.2611404418174219,0.325977682452917,0.43508945233736335,0.43117659070373554,0.3048457606909149,0.3353861482791598,0.3196327566348461,2172.0,high,Prokaryote
F7YBW8_MESOW,0.4333778012187482,0.42455967053390564,0.3752220623163354,0.413454979825588,0.3820982483524174,0.3932780136218895,0.39060249337741954,9192.0,high,Prokaryote
GAL4_YEAST,0.3247673790549509,0.5568621287857088,0.6016139786926117,0.5798165401737045,0.45753536519679117,0.4615375806466341,0.5074288949647418,1195.0,medium,Eukaryote
GCN4_YEAST,0.2652275001476736,0.2782057969226117,0.24875718803927105,0.24987477337993183,0.2718972702996613,0.28391125437193004,0.1863439019315886,2638.0,low,Eukaryote
GFP_AEQVI,0.6286003071029661,0.6723509302533923,0.6480511024651535,0.6568958812669718,0.09812659567651419,0.10253685517222545,0.5979765165779573,51714.0,low,Eukaryote
GRB2_HUMAN,0.4040472678645503,0.43646949974947075,0.4709842745871847,0.4858372192405829,0.4549660042315839,0.5150474265551408,0.5344602145523519,63366.0,medium,Human
HIS7_YEAST,0.5849471939373103,0.6162685037184096,0.5080486187675533,0.5063692505367712,0.41098083105026645,0.4766548479263675,0.4539200423424209,496137.0,medium,Eukaryote
HSP82_YEAST,0.4136254782549965,0.43692861082780854,0.4092440742760487,0.41072564401895006,0.44879752462280365,0.46544434437289595,0.41149309539223705,8758.5,medium,Eukaryote
I6TAH8_I68A0,0.33679093956967987,0.34792537155614767,0.3032898646910066,0.3241829206132658,0.01790852477393205,0.013582320869301388,0.2120250493043396,9462.0,medium,Virus
IF1_ECOLI,0.5270381572144557,0.4950746898464415,0.2342252643230275,0.2547616737015394,0.5404849425833025,0.5653162520391484,0.48983619023515235,1367.0,high,Prokaryote
KCNH2_HUMAN,0.5106727668191706,0.53788794719868,0.3558793969849247,0.3300562514062852,0.2442481062026551,0.2716072901822546,0.38150753768844226,200.0,medium,Human
KKA2_KLEPN,0.5857130599537619,0.5880441755990005,0.5693475822470343,0.5940117076095951,0.5968073562065505,0.6209723208378429,0.49809320935077817,4960.0,high,Prokaryote
MK01_HUMAN,0.00361763100542131,0.09327352962069432,0.1443013859811841,0.13915597074609948,0.16668738108935696,0.18183015159829105,0.1837337007381242,6809.0,medium,Human
MSH2_HUMAN,0.28123102187522475,0.34568083025845886,0.38989930020831143,0.39522585882067884,0.38016217138316927,0.40017776459728177,0.3642536034714926,16749.0,medium,Human
MTH3_HAEAE,0.6654526440022728,0.6383319922482336,0.6710012495666721,0.6801141334061318,0.6916322365870121,0.7075193536460489,0.6584973071795239,1777.0,medium,Prokaryote
NCAP_I34A1,0.41537608228963263,0.4244667637123004,0.33824280242716814,0.35827819965327135,0.01895554696128465,0.020386018267695583,0.2690084001771786,9462.0,medium,Virus
NRAM_I33A0,0.5513143601850925,0.621219489909306,0.51923490703765,0.6281397168470411,0.16249473704974143,0.44833171562088986,0.3426301351600447,298.0,low,Virus
NUD15_HUMAN,0.5749486700880705,0.6042078838307203,0.6425309662877986,0.6713263359613639,0.5996883687360783,0.644551388754549,0.5014849322167017,2844.0,high,Human
P53_HUMAN,0.3856375898853743,0.4441002967150093,0.37289216201414954,0.3722437327323964,0.4846298962481159,0.5456330637612268,0.17555836387276175,5862.25,low,Human
P84126_THETH,0.5357207727414364,0.5466796668844903,0.6370470181054588,0.6358612610141389,0.5515594845367785,0.5881644038778983,0.6182589594618432,1519.0,medium,Prokaryote
PABP_YEAST,0.6400138509268668,0.6877581844818834,0.6615793707061975,0.6551970120087558,0.6623560380505239,0.6781299584889331,0.5407896240818878,37708.0,medium,Eukaryote
PA_I34A1,0.5406352623780308,0.5719783345617796,0.38266906747236107,0.3036652499387494,0.054015715611517814,0.1009806760727779,0.3254371015219779,1820.0,medium,Virus
POLG_CXB3N,0.3552342048917947,0.41319455015119994,0.4855733918744415,0.5003863150931477,-0.05868974812460635,0.041615271859791095,0.3556425665151435,15711.0,medium,Virus
POLG_HCVJF,0.5216593480284428,0.5783555999412591,0.608460185283354,0.5912637443906652,0.6153595995477682,0.6539771738975267,0.2604804115513952,1630.0,medium,Virus
PTEN_HUMAN,0.32110181611058725,0.4152885279306914,0.45519571747441856,0.4447852016577058,0.43880367316437785,0.47666586286807167,0.49519538837683896,6171.5,medium,Human
Q2N0S5_9HIV1,0.4056121026276141,0.5006724533468742,0.5036176506620791,0.5135306485973333,0.509192490105771,0.5369511741454374,0.40289298889866526,12729.0,medium,Virus
Q59976_STRSQ,0.6342499601122409,0.6567561518193284,0.6847502005992213,0.6550837706546145,0.519059350059691,0.5425402662295932,0.6492337001633263,2999.0,medium,Prokaryote
R1AB_SARS2,0.21560355135161982,0.40074065743894266,-0.03680562024886352,-0.03680562024886352,-0.029932352560461836,-0.04041862761046292,0.2661647432418134,5725.0,medium,Virus
RASH_HUMAN,0.3767632855269375,0.4498989409266184,0.40764340824915357,0.4134122531517314,0.35954557290124084,0.4048917494608702,0.5141382144908273,3134.0,high,Human
REV_HV1H2,0.240418888864696,0.23647057607810174,0.24578973730981568,0.25077369824568146,0.24532764624107728,0.26703762987443697,0.1698869224192012,2147.0,medium,Virus
RL401_YEAST,0.3821073013687816,0.41832016889080553,0.39624996597455836,0.3940792112305802,0.27727396998612736,0.3163436804389072,0.4370434218095041,1276.0,medium,Eukaryote
SC6A4_HUMAN,0.49134196190326823,0.5301777271000988,0.5518530750496805,0.5683326289020743,0.5306818389585203,0.5423028413117644,0.5546300134636306,11576.0,medium,Human
SCN5A_HUMAN,0.06878643852927903,0.08636394939474307,0.15220834630403873,0.13468902497524285,0.16466838103646694,0.12792676019565125,0.12610793678805132,224.0,medium,Human
SPG1_STRSG,0.27932686970337006,0.288799647209392,0.14248081313203304,0.24461822503679917,0.23749498350295634,0.1923475853136257,0.2780920515001967,536962.0,low,Prokaryote
SPIKE_SARS2,0.36895616284093424,0.3420678277955691,0.4712973178697983,0.48551170299201557,-0.04332562251246027,-0.01703054002849163,0.3458772142961247,3800.0,medium,Virus
SRC_HUMAN,0.34815937902929617,0.4923317828889187,0.2584571894654762,0.36987252719399744,0.5610392248676833,0.5849950694609461,0.48441488271159916,3372.0,medium,Human
SUMO1_HUMAN,0.3285133935421878,0.4095918087331721,0.462195269231011,0.49434710286791667,0.4674158425823188,0.5104563134084535,0.5165962023638395,1700.0,high,Human
SYUA_HUMAN,0.18096015659143258,0.1592134047338299,0.10027774383642339,0.15158396548729078,0.24191187381993332,0.23287980296439487,0.22032932559657906,2497.0,medium,Human
TADBP_HUMAN,0.1214773194723981,0.12116788823692971,0.05765995571343942,0.04064585555350852,0.05140567235106839,0.04777441567843987,-0.0753154278483884,1196.0,low,Human
TAT_HV1BR,0.202794543829227,0.23724545105633496,0.3030289827006105,0.32805592168217573,0.3427931384235715,0.34236747479348106,0.20280075512740828,1577.0,high,Virus
TPK1_HUMAN,0.3007530015322318,0.3048475055985162,0.24520873353615985,0.2761556014456937,0.2701523826849606,0.31811693183312534,0.24877920207785945,3181.0,medium,Human
TPMT_HUMAN,0.41116812039036627,0.47833348113630747,0.4713280507276885,0.47593122415976996,0.5168052135122859,0.5470008265606892,0.5111939904787166,3648.0,medium,Human
TPOR_HUMAN,0.41915634623774684,0.4511607826957317,0.5038506168933904,0.48186999029643124,0.36770677868321966,0.37030325317154117,0.3619802297603083,562.0,low,Human
TRPC_SACS2,0.5578645561353603,0.5914803903462444,0.6348630818283987,0.6595921865490203,0.6108746045176358,0.6432283052359858,0.5917859004654267,1519.0,medium,Prokaryote
TRPC_THEMA,0.44798877676311244,0.4375297576184421,0.4788987454048129,0.47667589940275434,0.4780938554384777,0.5063221236989095,0.42991993160169395,1519.0,medium,Prokaryote
UBC9_HUMAN,0.42843474983469104,0.47487026158836165,0.49550156349410246,0.5187854105060284,0.4768456554046046,0.509463761066258,0.5570178800496662,2563.0,medium,Human
UBE4B_MOUSE,0.2622050081680469,0.3897112040029682,0.34417606766599146,0.36419710259710736,0.4474083925273989,0.4710611474621057,0.3827865700929767,899.0,low,Eukaryote
VKOR1_HUMAN,0.4373464337016932,0.47428133821052076,0.4459946150757122,0.4623692059607929,0.437323787933334,0.46092333108363603,0.43921678918880414,1696.0,medium,Human
YAP1_HUMAN,0.21703172930396236,0.3585787112771597,0.0696595735799917,0.05322289367362686,0.2804222135884373,0.28491946276583396,0.188731672285239,10075.0,low,Human
,0.400801904313399,0.44478400745752406,0.419210731768265,0.4310531558235993,0.36954171976892897,0.39842885175846043,0.3916518738799796,21608.79513888889,,
