,Tranception_no_retrieval,Tranception_retrieval,EVE_single,EVE_ensemble,MSA_Transformer_single,MSA_Transformer_ensemble,ESM1v_single,ESM1v_ensemble,Wavenet,DeepSequence,Site_Independent,EVmutation,Ensemble_tranception_EVE,number_mutants,UniProt_ID,Neff_L_category,Taxon
P53_HUMAN_Kotler_2018,0.4204437410599849,0.5643987807060543,0.5546464219573752,0.5761210704149948,0.58223171885304,0.5789855658861587,0.5375454623115204,0.6217926951330809,0.4324675264288538,0.45134657940692685,0.6308013133264604,0.6018713791103193,0.6189373428443838,1048,P53_HUMAN,low,Human
P84126_THETH_Chan_2017,0.5327612346908985,0.5412920903033499,0.5674365253183649,0.5697620931757513,0.630910406699616,0.629517534926117,0.5455827732326969,0.5818128242398767,0.6130355430880141,0.5715058019419014,0.5017204237111575,0.5690486116813036,0.5673946787165809,1500,P84126_THETH,medium,Prokaryote
PA_I34A1_Wu_2015,0.5406352623780308,0.5719783345617796,0.5385381192813793,0.5427421003918844,0.38266906747236107,0.3036652499387494,0.054015715611517814,0.1009806760727779,0.3254371015219779,0.507509866598642,0.5183197949926797,0.5185146826513894,0.5795859146523487,1820,PA_I34A1,medium,Virus
PABP_YEAST_Melamed_2013,0.641044470830518,0.689315738611097,0.6388065316719465,0.6505390459907991,0.6622833259971168,0.656859094905107,0.6651385941447352,0.6791014373762722,0.5401313192324004,0.6144494189536076,0.6618191944735323,0.6378127713505821,0.6913271708937011,36638,PABP_YEAST,medium,Eukaryote
POLG_CXB3N_Mattenberger_2021,0.3468729980564159,0.405036791253368,0.4654091020355996,0.46467622914689255,0.47588265393165424,0.490450571399006,-0.056762278186883404,0.04145534352910669,0.3510090141968425,0.402042028407932,0.41753858660177706,0.3907827652583706,0.45409942905835277,15254,POLG_CXB3N,medium,Virus
POLG_HCVJF_Qi_2014,0.5252969395294663,0.5771251257504207,0.613640464778999,0.6100363355721342,0.5995268867360968,0.5792296749318289,0.6050578483932919,0.6459308342894461,0.24665432764276368,0.4243456035907811,0.6024064628598301,0.5342972670195925,0.6310652725429191,1612,POLG_HCVJF,medium,Virus
PTEN_HUMAN_Matreyek_2021,0.3373357610897097,0.44038069371786864,0.4224086240297162,0.451814496982911,0.44137808693838443,0.44061133176820283,0.36613835836557135,0.41717095380903324,0.467782143135132,0.37171029665181826,0.48348979162448824,0.4660991754513113,0.4852477467931294,3818,PTEN_HUMAN,medium,Human
PTEN_HUMAN_Mighell_2018,0.34554236500933033,0.47783950165363626,0.5798346660992215,0.5853745207252453,0.5403136789116295,0.501236072309658,0.5068372597681831,0.5556121424804283,0.5518657240132271,0.5495019033132553,0.5381431776557685,0.5824055136091777,0.5841700699288963,5525,PTEN_HUMAN,medium,Human
Q2N0S5_9HIV1_Haddox_2018,0.4124815165359004,0.49226295085843536,0.49629032301852816,0.49867534682247877,0.48970085095022425,0.5000959974851431,0.49553309455093797,0.5243807986809221,0.40273092616107276,0.359155711738416,0.48108341202430693,0.3843571406692481,0.5116452322497567,12482,Q2N0S5_9HIV1,medium,Virus
Q59976_STRSQ_Romero_2015,0.6445733194584434,0.6588382764307388,0.6472092393804667,0.653370246820071,0.6737026635451179,0.637311201963478,0.5064959994741557,0.5324113851359736,0.6426954919239826,0.6535111038586374,0.5511563337520753,0.6375185682998568,0.6720801381155554,2641,Q59976_STRSQ,medium,Prokaryote
R1AB_SARS2_Flynn_growth_2022,0.21560355135161982,0.40074065743894266,0.6002263875887166,0.6052632981526236,-0.03680562024886352,-0.03680562024886352,-0.029932352560461836,-0.04041862761046292,0.2661647432418134,0.330425586187939,0.5772877589207609,0.5533183663355867,0.5492634837535566,5725,R1AB_SARS2,medium,Virus
RASH_HUMAN_Bandaru_2017,0.3769049245149524,0.4466629483776906,0.4541940791984606,0.4639748045882514,0.415445501650188,0.4216446605240807,0.3587030705337107,0.4042937017740721,0.517534662883146,0.45557714078915157,0.44817873131102903,0.4376049617393329,0.4755331338564883,3064,RASH_HUMAN,high,Human
REV_HV1H2_Fernandes_2016,0.24603635830090376,0.2445017003062841,0.227425122795479,0.22899055987051398,0.25133975623674043,0.25683114393436424,0.24881392124795393,0.2709486431795512,0.17750791538649655,0.24093240082054695,0.2265161566444945,0.15819727089571167,0.24562067457430234,2033,REV_HV1H2,medium,Virus
RL401_YEAST_Mavor_2016,0.3313214731146669,0.36834392254345827,0.3635816784435936,0.36115937837344575,0.3780024697559478,0.3924892671516447,0.29666337300239465,0.3192204178783358,0.4174196146450001,0.36810883317732945,0.2738358187099298,0.34671038016452566,0.3747579898327041,1109,RL401_YEAST,medium,Eukaryote
RL401_YEAST_Roscoe_2013,0.3918097090886084,0.41938624279338305,0.4209797376760028,0.42259225218341717,0.43419704389244496,0.4211242443224874,0.31446083613902587,0.37054798060172145,0.4714095628432456,0.41938364056141136,0.2971211011097357,0.37541371064765733,0.43484975800449466,1075,RL401_YEAST,medium,Eukaryote
RL401_YEAST_Roscoe_2014,0.34252616500402283,0.4036837433256213,0.4009827577801357,0.3951244209867103,0.3645162660321692,0.38053576295604097,0.25406286144874957,0.28731997786849817,0.40891165951253766,0.38970844002312033,0.371725603359456,0.29202904295020576,0.4094066539125871,1224,RL401_YEAST,medium,Eukaryote
SC6A4_HUMAN_Young_2021,0.39989595443557496,0.4649473631492595,0.48859069347430817,0.48465796448097,0.5089351223125519,0.5167808600410456,0.4716809243979262,0.47862226701416744,0.5009811910941093,0.4511508842438692,0.4600468506316017,0.4849730327595622,0.5010973124988061,9260,SC6A4_HUMAN,medium,Human
SCN5A_HUMAN_Glazer_2019,0.07291776618620906,0.09262340784778125,0.19853541080036036,0.1767273869770815,0.15748680268087206,0.1364232431847894,0.17614559959210835,0.13268788255725625,0.1435400489548666,0.1601660049926748,0.13124784621984864,0.13152882948945652,0.13312624103515494,213,SCN5A_HUMAN,medium,Human
SPG1_STRSG_Olson_2014,0.27932701655009223,0.288799850288931,0.2467948129338126,0.2718868673524846,0.142480714795938,0.2446182405177742,0.2374950772323227,0.19234770682349656,0.2780920154190931,0.027505995035173907,0.21599568175081982,0.23091760504582085,0.34126977265347735,536960,SPG1_STRSG,low,Prokaryote
SPIKE_SARS2_Starr_bind_2020,0.35485581787654186,0.3171886121567639,0.24884878799874427,0.2524619342062092,0.4160650727510756,0.414146039089033,-0.06379734939238191,-0.038514939947412376,0.33662231219392125,0.14905360973335127,0.15803295797544925,0.20460626745484448,0.3135151839066971,3802,SPIKE_SARS2,medium,Virus
SPIKE_SARS2_Starr_expr_2020,0.3830565078053267,0.36694704343437434,0.44462174308593133,0.45004360269074906,0.5265295629885209,0.5568773668949981,-0.022853895632538635,0.004453859890429115,0.35513211639832826,0.18804316489245115,0.19999163074637766,0.31435494748762655,0.45195433974179244,3798,SPIKE_SARS2,medium,Virus
SRC_HUMAN_Ahler_CD_2019,0.3483272187430031,0.49273176637611227,0.5047486748891283,0.5080069456784779,0.25835744318678694,0.369934810648035,0.5611247039618685,0.5850725547080761,0.48484307414470856,0.47116696302270183,0.5251943358918738,0.4634933090842167,0.5206597733299945,3366,SRC_HUMAN,medium,Human
SUMO1_HUMAN_Weile_2017,0.4235934708182029,0.4881783109322698,0.5312896582087757,0.5321738153239417,0.42261450636382003,0.46252277093019173,0.42988751996627145,0.4977752128307546,0.5313846057012962,0.5119837293991107,0.4701714208684573,0.4258468073800322,0.5310004391257823,1235,SUMO1_HUMAN,high,Human
SYUA_HUMAN_Newberry_2020,0.15973546169050712,0.14629297761600765,0.1670869376474273,0.15865241351257392,0.1277163890429527,0.18316545486397537,0.2810862009666442,0.30353276893483033,0.26510412878044104,0.13897620094110938,0.12457947121626779,0.13028077213772843,0.15558130354827532,1765,SYUA_HUMAN,medium,Human
TADBP_HUMAN_Bolognesi_2019,0.12320079803650007,0.1248119243274392,0.07084866464416868,0.07927216594470458,0.05043531446700861,0.03195720479462265,0.060239090767757936,0.0625238580254929,-0.07415984174458067,0.09788286725016003,0.1055231832571227,0.06190635046156607,0.11042916340999802,1105,TADBP_HUMAN,low,Human
TAT_HV1BR_Fernandes_2016,0.2064215412170629,0.24358132953480563,0.33707688056211405,0.32975962048890345,0.31015863220014794,0.33573782223511484,0.3423576337318804,0.3426400111949566,0.20907797153569363,0.286459508978966,0.3087480997865747,0.2113623524455317,0.28805024296965287,1558,TAT_HV1BR,high,Virus
TPK1_HUMAN_Weile_2017,0.3125168971626884,0.31439302354144416,0.2298052353870073,0.23225613619267776,0.26840899570069504,0.2927889684538617,0.28378536447781477,0.3330753095304633,0.2669823675566214,0.21353045903098483,0.2235887331546016,0.2376824174723055,0.28390926816893947,2568,TPK1_HUMAN,medium,Human
TPMT_HUMAN_Matreyek_2018,0.4451693282293047,0.5220022111101781,0.547958859358271,0.5520239339614257,0.5080406498914176,0.5078001703865186,0.5395672280981081,0.5737619905109087,0.5431253214508828,0.5467325461456517,0.46768823387255015,0.5448997963770269,0.5650338123523533,2682,TPMT_HUMAN,medium,Human
TPOR_HUMAN_Bridgford_S505N_2020,0.41013237840253486,0.4533912799053296,0.39259761189247183,0.41347376821957416,0.5068689656834214,0.48270563575090847,0.362288612035348,0.37196406825432404,0.3519579946783582,0.31866846344503513,0.4098353994230812,0.40153803951460454,0.4740765135516967,498,TPOR_HUMAN,low,Human
TRPC_SACS2_Chan_2017,0.5507347459500659,0.5853476655523102,0.5769342192874196,0.5783021167925625,0.6286774776377341,0.6537987446954034,0.6061177406871037,0.6382863213183843,0.5874258917980911,0.5431757167243442,0.570113909312286,0.6035939728567845,0.5942191714731174,1500,TRPC_SACS2,medium,Prokaryote
TRPC_THEMA_Chan_2017,0.4527120443226446,0.4363106326703559,0.4204942663115364,0.4108605867185474,0.47372896605581466,0.4716777419947588,0.4719955416725981,0.5005885091614342,0.4293364477193683,0.40401935973879516,0.39969234968508693,0.44678823091530134,0.432064475649415,1500,TRPC_THEMA,medium,Prokaryote
UBC9_HUMAN_Weile_2017,0.43257838796359616,0.4847600910557074,0.5375213398491232,0.5339103509342035,0.5029637929639569,0.5307711697061704,0.47932440644348684,0.5278472763184903,0.5747807933828987,0.5411747761194544,0.4098168539225125,0.5203509578848909,0.5447409387082752,2222,UBC9_HUMAN,medium,Human
UBE4B_MOUSE_Starita_2013,0.25602809937136123,0.38812251991944896,0.4758448624066605,0.4699968212477063,0.3469598288786582,0.3684044357090219,0.46248199109616756,0.48761023890047267,0.39471658104011514,0.46596700773001826,0.45609543913981027,0.4455666120453207,0.4659544525515886,852,UBE4B_MOUSE,low,Eukaryote
VKOR1_HUMAN_Chiasson_abundance_2020,0.5185819722257253,0.5517864023172775,0.424668410522027,0.41781031589315676,0.4814894556037947,0.4984206789009322,0.40598681144473975,0.4460954749990135,0.4379267263973194,0.4337419802230112,0.45910657406745975,0.4424633335632383,0.5281305173995033,2087,VKOR1_HUMAN,medium,Human
VKOR1_HUMAN_Chiasson_activity_2020,0.4140232667149786,0.4512333338141925,0.5001022794089836,0.49530971958331893,0.4618548848064269,0.4635033561286456,0.4889835141182044,0.506324257286244,0.48155467818255315,0.49286537808932107,0.43810978635985126,0.46695044261798346,0.5027297497489309,536,VKOR1_HUMAN,medium,Human
