DMS_id,Tranception_no_retrieval_score,Tranception_no_retrieval_score_1,Tranception_no_retrieval_score_2,Tranception_no_retrieval_score_3,Tranception_no_retrieval_score_4,Tranception_no_retrieval_score_5+,Tranception_retrieval_score,Tranception_retrieval_score_1,Tranception_retrieval_score_2,Tranception_retrieval_score_3,Tranception_retrieval_score_4,Tranception_retrieval_score_5+,MSA_transformer_score,MSA_transformer_score_1,MSA_transformer_score_2,MSA_transformer_score_3,MSA_transformer_score_4,MSA_transformer_score_5+,ESM1v_score,ESM1v_score_1,ESM1v_score_2,ESM1v_score_3,ESM1v_score_4,ESM1v_score_5+,Wavenet_score,Wavenet_score_1,Wavenet_score_2,Wavenet_score_3,Wavenet_score_4,Wavenet_score_5+,number_mutants,UniProt_ID,Neff_L_category,Taxon
C6KNH7_9INFA_Lee_2018,0.3924985421,0.3924985421,,,,,0.4326889827,0.4326889827,,,,,0.3996738142,0.3996738142,,,,,0.4282704016,0.4282704016,,,,,0.3425316373,0.3425316373,,,,,10754,C6KNH7_9INFA,medium,Virus
CALM1_HUMAN_Weile_2017,0.2908539671,0.2908539671,,,,,0.2658507883,0.2658507883,,,,,0.2367340182,0.2367340182,,,,,0.2353005823,0.2353005823,,,,,0.2286356458,0.2286356458,,,,,1813,CALM1_HUMAN,high,Human
CAPSD_AAV2S_Sinai_2021_substitutions,0.4923784206,0.4805594455,0.5373988771,0.4247332855,0.4267286666,0.6042413692,0.4732710881,0.5174724103,0.5589948944,0.4460299911,0.4834358539,0.6502102592,0.3495815513,0.5219651507,0.5085879043,0.3983295336,0.4568510896,0.6148628801,0.195845903,0.1607026598,0.1085436434,0.104680771,0.1366414612,0.2765594899,0.257974697,0.2912304292,0.3496278543,0.3021732581,0.3678485142,0.5872234696,42329,CAPSD_AAV2S,low,Virus
CCDB_ECOLI_Adkar_2012,0.3099347679,0.3099347679,,,,,0.4577530206,0.4577530206,,,,,0.3674232214,0.3674232214,,,,,0.350752702,0.350752702,,,,,0.4571623898,0.4571623898,,,,,1176,CCDB_ECOLI,high,Prokaryote
CCDB_ECOLI_Tripathi_2016,0.4240467683,0.4240467683,,,,,0.5317129422,0.5317129422,,,,,0.4453526678,0.4453526678,,,,,0.4347497621,0.4347497621,,,,,0.5178174793,0.5178174793,,,,,1663,CCDB_ECOLI,high,Prokaryote
CP2C9_HUMAN_Amorosi_2021_abundance,0.5669087408,0.5669087408,,,,,0.621915981,0.621915981,,,,,0.5763389321,0.5763389321,,,,,0.5855885529,0.5855885529,,,,,0.6086904985,0.6086904985,,,,,6354,CP2C9_HUMAN,high,Human
CP2C9_HUMAN_Amorosi_2021_activity,0.5716237402,0.5716237402,,,,,0.6383352325,0.6383352325,,,,,0.5832227901,0.5832227901,,,,,0.6422495293,0.6422495293,,,,,0.6523754854,0.6523754854,,,,,6142,CP2C9_HUMAN,high,Human
DLG4_HUMAN_Faure_2021,0.5801786843,0.4660654324,0.5994934461,,,,0.6668524793,0.6102283425,0.6888381536,,,,0.6017378001,0.5044640736,0.6069638771,,,,0.550192268,0.4046453414,0.5561128912,,,,0.6503516708,0.532062275,0.6645033374,,,,6976,DLG4_HUMAN,low,Human
DLG4_RAT_McLaughlin_2012,0.3071558504,0.3071558504,,,,,0.4433140252,0.4433140252,,,,,0.4884748981,0.4884748981,,,,,0.5569872824,0.5569872824,,,,,0.4435994032,0.4435994032,,,,,1576,DLG4_RAT,low,Eukaryote
DYR_ECOLI_Thompson_2019_plusLon,0.3470393475,0.3470393475,,,,,0.4226658822,0.4226658822,,,,,0.4871547453,0.4871547453,,,,,0.4163871792,0.4163871792,,,,,0.4845982837,0.4845982837,,,,,2363,DYR_ECOLI,medium,Prokaryote
ENV_HV1B9_DuenasDecamp_2016,0.4035458746,0.4035458746,,,,,0.4074188783,0.4074188783,,,,,0.3800931221,0.3800931221,,,,,0.415432217,0.415432217,,,,,0.3876923704,0.3876923704,,,,,375,ENV_HV1B9,medium,Virus
ENV_HV1BR_Haddox_2016,0.3580785902,0.3580785902,,,,,0.3624783859,0.3624783859,,,,,0.3427861247,0.3427861247,,,,,0.3204754746,0.3204754746,,,,,0.33663747,0.33663747,,,,,12863,ENV_HV1BR,medium,Virus
ESTA_BACSU_Nutschel_2020,0.2611441199,0.2611441199,,,,,0.3259776825,0.3259776825,,,,,0.4350894523,0.4350894523,,,,,0.3048457607,0.3048457607,,,,,0.3196327566,0.3196327566,,,,,2172,ESTA_BACSU,high,Prokaryote
F7YBW8_MESOW_Aakre_2015,0.4333779065,0.5120910384,0.7822817684,0.5483438889,0.09054663714,,0.4245596705,0.5467045993,0.6730730859,0.4942589172,0.1041247946,,0.3752220623,0.5374585111,0.4505490016,0.398147321,0.1125341271,,0.3820982484,0.5474158369,0.3888910351,0.3957495132,0.1228151411,,0.3906024934,0.5583214794,0.5066051138,0.4502670284,0.100609895,,9192,F7YBW8_MESOW,high,Prokaryote
GAL4_YEAST_Kitzman_2015,0.3247563505,0.3247563505,,,,,0.5568707072,0.5568707072,,,,,0.6016139787,0.6016139787,,,,,0.4575353652,0.4575353652,,,,,0.507428895,0.507428895,,,,,1195,GAL4_YEAST,medium,Eukaryote
GCN4_YEAST_Staller_2018_induction,0.2652281577,0.4699197861,0.05898374791,0.3533433279,0.2528491149,0.1698741234,0.278205676,0.5792112299,-0.06572990134,0.3606097956,0.2276504667,0.1986444272,0.248757188,0.6527406417,0.02604664587,0.3155598726,0.1974066872,0.1660820324,0.2718972703,0.5317513369,0.009920813869,0.1905969441,0.1492516472,0.2329289305,0.1863439019,0.3910427807,0.0699507567,0.24941978,0.2137557164,0.06094310218,2638,GCN4_YEAST,low,Eukaryote
GFP_AEQVI_Sarkisyan_2016,0.6286003172,0.305931262,0.2872695122,0.3725283967,0.4195473077,0.3277680552,0.6723509261,0.4127584732,0.3807900805,0.4824561814,0.5302753009,0.3767490331,0.6480511025,0.4197531933,0.3734454944,0.4647007426,0.5185304941,0.3617462024,0.09812659568,0.04520688762,0.001921978437,0.005637176805,-0.0004710532721,0.02756174735,0.5979765166,0.3278730409,0.233505894,0.3013983244,0.3576807516,0.3037210166,51714,GFP_AEQVI,low,Eukaryote
GRB2_HUMAN_Faure_2021,0.4040472697,0.4249414976,0.3949923037,,,,0.4364695096,0.490051435,0.4277771039,,,,0.4709842746,0.5565097392,0.4625274469,,,,0.4549660042,0.5644300199,0.4459507827,,,,0.5344602146,0.6189766739,0.5273597753,,,,63366,GRB2_HUMAN,medium,Human
HIS7_YEAST_Pokusaeva_2019,0.5849473431,0.08188883912,0.2315912453,0.3901121614,0.4781216572,0.5864098753,0.6162685971,0.0755439473,0.2512475781,0.416043,0.5061487442,0.6172463931,0.5080486188,0.06063712129,0.2404448964,0.3636187695,0.4094098128,0.500121703,0.4109808311,0.09391047299,0.1992985772,0.3150431867,0.34459089,0.4011961393,0.4539200423,0.08072970052,0.1921060685,0.3180303105,0.3709900266,0.4468478799,496137,HIS7_YEAST,medium,Eukaryote
HSP82_YEAST_Flynn_2019,0.3220611474,0.3220611474,,,,,0.3457089309,0.3457089309,,,,,0.3463093132,0.3463093132,,,,,0.3506591421,0.3506591421,,,,,0.3381716725,0.3381716725,,,,,13194,HSP82_YEAST,medium,Eukaryote
HSP82_YEAST_Mishra_2016,0.5051899087,0.5051899087,,,,,0.5281490843,0.5281490843,,,,,0.4721788354,0.4721788354,,,,,0.5469359071,0.5469359071,,,,,0.4848145182,0.4848145182,,,,,4323,HSP82_YEAST,medium,Eukaryote
I6TAH8_I68A0_Doud_2015,0.3367908212,0.3367908212,,,,,0.3479254149,0.3479254149,,,,,0.3032898647,0.3032898647,,,,,0.01790852477,0.01790852477,,,,,0.2120250493,0.2120250493,,,,,9462,I6TAH8_I68A0,medium,Virus
IF1_ECOLI_Kelsic_2016,0.527037105,0.527037105,,,,,0.4950746898,0.4950746898,,,,,0.2342252643,0.2342252643,,,,,0.5404849426,0.5404849426,,,,,0.4898361902,0.4898361902,,,,,1367,IF1_ECOLI,high,Prokaryote
KCNH2_HUMAN_Kozek_2020,0.5106727668,0.5106727668,,,,,0.5378879472,0.5378879472,,,,,0.355879397,0.355879397,,,,,0.2442481062,0.2442481062,,,,,0.3815075377,0.3815075377,,,,,200,KCNH2_HUMAN,medium,Human
KKA2_KLEPN_Melnikov_2014,0.5857136098,0.5857136098,,,,,0.5880443205,0.5880443205,,,,,0.5693475822,0.5693475822,,,,,0.5968073562,0.5968073562,,,,,0.4980932094,0.4980932094,,,,,4960,KKA2_KLEPN,high,Prokaryote
MK01_HUMAN_Brenan_2016,0.00361711346,0.00361711346,,,,,0.09327225816,0.09327225816,,,,,0.144301386,0.144301386,,,,,0.1666873811,0.1666873811,,,,,0.1837337007,0.1837337007,,,,,6809,MK01_HUMAN,medium,Human
MSH2_HUMAN_Jia_2020,0.2812310365,0.2812310365,,,,,0.3456810151,0.3456810151,,,,,0.3898993002,0.3898993002,,,,,0.3801621714,0.3801621714,,,,,0.3642536035,0.3642536035,,,,,16749,MSH2_HUMAN,medium,Human
MTH3_HAEAE_Rockah-Shmuel_2015,0.6654540412,0.6654540412,,,,,0.6383322094,0.6383322094,,,,,0.6710012496,0.6710012496,,,,,0.6916322366,0.6916322366,,,,,0.6584973072,0.6584973072,,,,,1777,MTH3_HAEAE,medium,Prokaryote
NCAP_I34A1_Doud_2015,0.4153761453,0.4153761453,,,,,0.4244669633,0.4244669633,,,,,0.3382428024,0.3382428024,,,,,0.01895554696,0.01895554696,,,,,0.2690084002,0.2690084002,,,,,9462,NCAP_I34A1,medium,Virus
NRAM_I33A0_Jiang_2016_standard,0.5513143602,0.5513143602,,,,,0.6212194899,0.6212194899,,,,,0.519234907,0.519234907,,,,,0.162494737,0.162494737,,,,,0.3426301352,0.3426301352,,,,,298,NRAM_I33A0,low,Virus
NUD15_HUMAN_Suiter_2020,0.574950257,0.574950257,,,,,0.6042081342,0.6042081342,,,,,0.6425309663,0.6425309663,,,,,0.5996883687,0.5996883687,,,,,0.5014849322,0.5014849322,,,,,2844,NUD15_HUMAN,high,Human
P53_HUMAN_Giacomelli_2018_NULL_Etoposide,0.3548063807,0.3548063807,,,,,0.3995290896,0.3995290896,,,,,0.3068585935,0.3068585935,,,,,0.4573821228,0.4573821228,,,,,0.1161141231,0.1161141231,,,,,7467,P53_HUMAN,low,Human
P53_HUMAN_Giacomelli_2018_NULL_Nutlin,0.3597900973,0.3597900973,,,,,0.3791113786,0.3791113786,,,,,0.3035226982,0.3035226982,,,,,0.4471908325,0.4471908325,,,,,0.1256721489,0.1256721489,,,,,7467,P53_HUMAN,low,Human
P53_HUMAN_Giacomelli_2018_WT_Nutlin,0.4075083066,0.4075083066,,,,,0.4333630312,0.4333630312,,,,,0.2989556375,0.2989556375,,,,,0.4964011674,0.4964011674,,,,,0.02797965702,0.02797965702,,,,,7467,P53_HUMAN,low,Human
P53_HUMAN_Kotler_2018,0.4204437411,0.4204437411,,,,,0.5643987807,0.5643987807,,,,,0.5822317189,0.5822317189,,,,,0.5375454623,0.5375454623,,,,,0.4324675264,0.4324675264,,,,,1048,P53_HUMAN,low,Human
P84126_THETH_Chan_2017,0.5357207727,0.5357207727,,,,,0.5466785534,0.5466785534,,,,,0.6370470181,0.6370470181,,,,,0.5515594845,0.5515594845,,,,,0.6182589595,0.6182589595,,,,,1519,P84126_THETH,medium,Prokaryote
PABP_YEAST_Melamed_2013,0.6400137714,0.6206913742,0.6386766548,,,,0.6877581988,0.654543691,0.6873382491,,,,0.6615793707,0.671317552,0.6608719282,,,,0.6623560381,0.6577798548,0.661597379,,,,0.5407896241,0.5625945508,0.537913126,,,,37708,PABP_YEAST,medium,Eukaryote
PA_I34A1_Wu_2015,0.5406349742,0.5406349742,,,,,0.5719783346,0.5719783346,,,,,0.3826690675,0.3826690675,,,,,0.05401571561,0.05401571561,,,,,0.3254371015,0.3254371015,,,,,1820,PA_I34A1,medium,Virus
POLG_CXB3N_Mattenberger_2021,0.3552337445,0.3552337445,,,,,0.4131938962,0.4131938962,,,,,0.4855733919,0.4855733919,,,,,-0.05868974812,-0.05868974812,,,,,0.3556425665,0.3556425665,,,,,15711,POLG_CXB3N,medium,Virus
POLG_HCVJF_Qi_2014,0.521659348,0.521659348,,,,,0.5783603667,0.5783603667,,,,,0.6084601853,0.6084601853,,,,,0.6153595995,0.6153595995,,,,,0.2604804116,0.2604804116,,,,,1630,POLG_HCVJF,medium,Virus
PTEN_HUMAN_Matreyek_2021,0.343053863,0.343053863,,,,,0.4124130577,0.4124130577,,,,,0.4270568408,0.4270568408,,,,,0.4087443081,0.4087443081,,,,,0.4768278295,0.4768278295,,,,,5083,PTEN_HUMAN,medium,Human
PTEN_HUMAN_Mighell_2018,0.2991484825,0.2991484825,,,,,0.4181647097,0.4181647097,,,,,0.4833345942,0.4833345942,,,,,0.4688630382,0.4688630382,,,,,0.5135629472,0.5135629472,,,,,7260,PTEN_HUMAN,medium,Human
Q2N0S5_9HIV1_Haddox_2018,0.4056122271,0.4056122271,,,,,0.5006724245,0.5006724245,,,,,0.5036176507,0.5036176507,,,,,0.5091924901,0.5091924901,,,,,0.4028929889,0.4028929889,,,,,12729,Q2N0S5_9HIV1,medium,Virus
Q59976_STRSQ_Romero_2015,0.6342500884,0.6342500884,,,,,0.6567562101,0.6567562101,,,,,0.6847502006,0.6847502006,,,,,0.5190593501,0.5190593501,,,,,0.6492337002,0.6492337002,,,,,2999,Q59976_STRSQ,medium,Prokaryote
R1AB_SARS2_Flynn_2022_growth,0.2156032724,0.2156032724,,,,,0.4007403693,0.4007403693,,,,,-0.03680562025,-0.03680562025,,,,,-0.02993235256,-0.02993235256,,,,,0.2661647432,0.2661647432,,,,,5725,R1AB_SARS2,medium,Virus
RASH_HUMAN_Bandaru_2017,0.3767633789,0.3767633789,,,,,0.4498994267,0.4498994267,,,,,0.4076434082,0.4076434082,,,,,0.3595455729,0.3595455729,,,,,0.5141382145,0.5141382145,,,,,3134,RASH_HUMAN,high,Human
REV_HV1H2_Fernandes_2016,0.2404196781,0.2404196781,,,,,0.2364705761,0.2364705761,,,,,0.2457897373,0.2457897373,,,,,0.2453276462,0.2453276462,,,,,0.1698869224,0.1698869224,,,,,2147,REV_HV1H2,medium,Virus
RL401_YEAST_Mavor_2016,0.367795062,0.367795062,,,,,0.3975472883,0.3975472883,,,,,0.3764234088,0.3764234088,,,,,0.2854549045,0.2854549045,,,,,0.4298377588,0.4298377588,,,,,1253,RL401_YEAST,medium,Eukaryote
RL401_YEAST_Roscoe_2013,0.4274950057,0.4274950057,,,,,0.4492659488,0.4492659488,,,,,0.4426712353,0.4426712353,,,,,0.3065919007,0.3065919007,,,,,0.48766697,0.48766697,,,,,1195,RL401_YEAST,medium,Eukaryote
RL401_YEAST_Roscoe_2014,0.3510318364,0.3510318364,,,,,0.4081424022,0.4081424022,,,,,0.3696552538,0.3696552538,,,,,0.2397751047,0.2397751047,,,,,0.3936255366,0.3936255366,,,,,1380,RL401_YEAST,medium,Eukaryote
SC6A4_HUMAN_Young_2021,0.4913420185,0.4913420185,,,,,0.5301778362,0.5301778362,,,,,0.551853075,0.551853075,,,,,0.530681839,0.530681839,,,,,0.5546300135,0.5546300135,,,,,11576,SC6A4_HUMAN,medium,Human
SCN5A_HUMAN_Glazer_2019,0.06878643853,0.06878643853,,,,,0.08636394939,0.08636394939,,,,,0.1522083463,0.1522083463,,,,,0.164668381,0.164668381,,,,,0.1261079368,0.1261079368,,,,,224,SCN5A_HUMAN,medium,Human
SPG1_STRSG_Olson_2014,0.2799760556,0.3021861126,0.2791466303,,,,0.289422191,0.3175742393,0.2886837007,,,,0.1417880878,0.1458610697,0.1414505251,,,,0.2380247351,0.2623127369,0.2370948109,,,,0.2778877718,0.2646972528,0.2771447846,,,,537453,SPG1_STRSG,low,Prokaryote
SPIKE_SARS2_Starr_2020_bind,0.354855958,0.354855958,,,,,0.3171888232,0.3171888232,,,,,0.4160650728,0.4160650728,,,,,-0.06379734939,-0.06379734939,,,,,0.3366223122,0.3366223122,,,,,3802,SPIKE_SARS2,medium,Virus
SPIKE_SARS2_Starr_2020_expr,0.3830561116,0.3830561116,,,,,0.3669475957,0.3669475957,,,,,0.526529563,0.526529563,,,,,-0.02285389563,-0.02285389563,,,,,0.3551321164,0.3551321164,,,,,3798,SPIKE_SARS2,medium,Virus
SRC_HUMAN_Ahler_2019_CD,0.3481594263,0.3481594263,,,,,0.4923299486,0.4923299486,,,,,0.2584571895,0.2584571895,,,,,0.5610392249,0.5610392249,,,,,0.4844148827,0.4844148827,,,,,3372,SRC_HUMAN,medium,Human
SUMO1_HUMAN_Weile_2017,0.3285143192,0.3285143192,,,,,0.4095912301,0.4095912301,,,,,0.4621952692,0.4621952692,,,,,0.4674158426,0.4674158426,,,,,0.5165962024,0.5165962024,,,,,1700,SUMO1_HUMAN,high,Human
SYUA_HUMAN_Newberry_2020,0.1809601566,0.1809601566,,,,,0.1592133504,0.1592133504,,,,,0.1002777438,0.1002777438,,,,,0.2419118738,0.2419118738,,,,,0.2203293256,0.2203293256,,,,,2497,SYUA_HUMAN,medium,Human
TADBP_HUMAN_Bolognesi_2019,0.1214732301,0.1214732301,,,,,0.1211655172,0.1211655172,,,,,0.05765995571,0.05765995571,,,,,0.05140567235,0.05140567235,,,,,-0.07531542785,-0.07531542785,,,,,1196,TADBP_HUMAN,low,Human
TAT_HV1BR_Fernandes_2016,0.2027945438,0.2027945438,,,,,0.2372454511,0.2372454511,,,,,0.3030289827,0.3030289827,,,,,0.3427931384,0.3427931384,,,,,0.2028007551,0.2028007551,,,,,1577,TAT_HV1BR,high,Virus
TPK1_HUMAN_Weile_2017,0.3007530867,0.3007530867,,,,,0.3048476227,0.3048476227,,,,,0.2452087335,0.2452087335,,,,,0.2701523827,0.2701523827,,,,,0.2487792021,0.2487792021,,,,,3181,TPK1_HUMAN,medium,Human
TPMT_HUMAN_Matreyek_2018,0.4111687633,0.4111687633,,,,,0.4783332446,0.4783332446,,,,,0.4713280507,0.4713280507,,,,,0.5168052135,0.5168052135,,,,,0.5111939905,0.5111939905,,,,,3648,TPMT_HUMAN,medium,Human
TPOR_HUMAN_Bridgford_2020_S505N,0.4191563462,0.4191563462,,,,,0.4511607827,0.4511607827,,,,,0.5038506169,0.5038506169,,,,,0.3677067787,0.3677067787,,,,,0.3619802298,0.3619802298,,,,,562,TPOR_HUMAN,low,Human
TRPC_SACS2_Chan_2017,0.5578647731,0.5578647731,,,,,0.5914799144,0.5914799144,,,,,0.6348630818,0.6348630818,,,,,0.6108746045,0.6108746045,,,,,0.5917859005,0.5917859005,,,,,1519,TRPC_SACS2,medium,Prokaryote
TRPC_THEMA_Chan_2017,0.4479879592,0.4479879592,,,,,0.4375305567,0.4375305567,,,,,0.4788987454,0.4788987454,,,,,0.4780938554,0.4780938554,,,,,0.4299199316,0.4299199316,,,,,1519,TRPC_THEMA,medium,Prokaryote
UBC9_HUMAN_Weile_2017,0.4284349801,0.4284349801,,,,,0.4748689417,0.4748689417,,,,,0.4955015635,0.4955015635,,,,,0.4768456554,0.4768456554,,,,,0.55701788,0.55701788,,,,,2563,UBC9_HUMAN,medium,Human
UBE4B_MOUSE_Starita_2013,0.2622054706,0.2622054706,,,,,0.3897098447,0.3897098447,,,,,0.3441760677,0.3441760677,,,,,0.4474083925,0.4474083925,,,,,0.3827865701,0.3827865701,,,,,899,UBE4B_MOUSE,low,Eukaryote
VKOR1_HUMAN_Chiasson_2020_abundance,0.5050511987,0.5050511987,,,,,0.5478067166,0.5478067166,,,,,0.4754579325,0.4754579325,,,,,0.4473355387,0.4473355387,,,,,0.4636531916,0.4636531916,,,,,2695,VKOR1_HUMAN,medium,Human
VKOR1_HUMAN_Chiasson_2020_activity,0.3696424248,0.3696424248,,,,,0.4007551321,0.4007551321,,,,,0.4165312976,0.4165312976,,,,,0.4273120371,0.4273120371,,,,,0.4147803868,0.4147803868,,,,,697,VKOR1_HUMAN,medium,Human
YAP1_HUMAN_Araya_2012,0.2170317286,0.2761979398,0.218321082,,,,0.3585787402,0.4745579484,0.3616689406,,,,0.06965957358,0.06580721279,0.07100979526,,,,0.2804222136,0.3727520506,0.2843228884,,,,0.1887316723,0.2678233112,0.1924157647,,,,10075,YAP1_HUMAN,low,Human
Average,0.4040631749,0.3972999415,0.3984822318,0.4178122121,0.3335586767,0.4220733558,0.4518976007,0.4490133027,0.4271017318,0.4398795771,0.3703270321,0.4607125282,0.4267228182,0.427717646,0.3574992778,0.3880712479,0.3389464422,0.4107032045,0.3822908264,0.3839819313,0.290302531,0.2023415184,0.1505656173,0.2345615768,0.3982730651,0.3964176584,0.3441641057,0.3242577403,0.2821769808,0.3496838671,-,-,-,-
