UniProt_ID,EVE_score,EVE_score_1,EVE_score_2,EVE_score_3,EVE_score_4,EVE_score_5+,Tranception_no_retrieval_score,Tranception_no_retrieval_score_1,Tranception_no_retrieval_score_2,Tranception_no_retrieval_score_3,Tranception_no_retrieval_score_4,Tranception_no_retrieval_score_5+,Tranception_retrieval_score,Tranception_retrieval_score_1,Tranception_retrieval_score_2,Tranception_retrieval_score_3,Tranception_retrieval_score_4,Tranception_retrieval_score_5+,MSA_transformer_score,MSA_transformer_score_1,MSA_transformer_score_2,MSA_transformer_score_3,MSA_transformer_score_4,MSA_transformer_score_5+,ESM1v_score,ESM1v_score_1,ESM1v_score_2,ESM1v_score_3,ESM1v_score_4,ESM1v_score_5+,Wavenet_score,Wavenet_score_1,Wavenet_score_2,Wavenet_score_3,Wavenet_score_4,Wavenet_score_5+,Deepsequence_score,Deepsequence_score_1,Deepsequence_score_2,Deepsequence_score_3,Deepsequence_score_4,Deepsequence_score_5+,Epistatic_score,Epistatic_score_1,Epistatic_score_2,Epistatic_score_3,Epistatic_score_4,Epistatic_score_5+,Independent_score,Independent_score_1,Independent_score_2,Independent_score_3,Independent_score_4,Independent_score_5+,Ensemble_EVE,Ensemble_EVE_1,Ensemble_EVE_2,Ensemble_EVE_3,Ensemble_EVE_4,Ensemble_EVE_5+,Ensemble_ESM1v,Ensemble_ESM1v_1,Ensemble_ESM1v_2,Ensemble_ESM1v_3,Ensemble_ESM1v_4,Ensemble_ESM1v_5+,Ensemble_MSA_transformer,Ensemble_MSA_transformer_1,Ensemble_MSA_transformer_2,Ensemble_MSA_transformer_3,Ensemble_MSA_transformer_4,Ensemble_MSA_transformer_5+,Ensemble_tranception_no_retrieval_EVE,Ensemble_tranception_no_retrieval_EVE_1,Ensemble_tranception_no_retrieval_EVE_2,Ensemble_tranception_no_retrieval_EVE_3,Ensemble_tranception_no_retrieval_EVE_4,Ensemble_tranception_no_retrieval_EVE_5+,Ensemble_tranception_retrieval_EVE,Ensemble_tranception_retrieval_EVE_1,Ensemble_tranception_retrieval_EVE_2,Ensemble_tranception_retrieval_EVE_3,Ensemble_tranception_retrieval_EVE_4,Ensemble_tranception_retrieval_EVE_5+,Ensemble_tranception_retrieval_EVE_ensemble,Ensemble_tranception_retrieval_EVE_ensemble_1,Ensemble_tranception_retrieval_EVE_ensemble_2,Ensemble_tranception_retrieval_EVE_ensemble_3,Ensemble_tranception_retrieval_EVE_ensemble_4,Ensemble_tranception_retrieval_EVE_ensemble_5+,number_mutants,Neff_L_category,Taxon
B3VI55_LIPST,0.4357591628,0.4357591628,,,,,0.4913788186,0.4913788186,,,,,0.4675883997,0.4675883997,,,,,0.5345389273,0.5345389273,,,,,0.4828398401,0.4828398401,,,,,0.457528005,0.457528005,,,,,0.4376744232,0.4376744232,,,,,0.447203906,0.447203906,,,,,0.3329359461,0.3329359461,,,,,0.4389189593,0.4389189593,,,,,0.5150675143,0.5150675143,,,,,0.5084835871,0.5084835871,,,,,0.48325425,0.48325425,,,,,0.4699990121,0.4699990121,,,,,0.4711998341,0.4711998341,,,,,6433,medium,Eukaryote
BLAT_ECOLX,0.6820960154,0.6820960154,,,,,0.4894036863,0.4894036863,,,,,0.627092617,0.627092617,,,,,0.6811602017,0.6811602017,,,,,0.6459929649,0.6459929649,,,,,0.6414450812,0.6414450812,,,,,0.6990727291,0.6990727291,,,,,0.6702491528,0.6702491528,,,,,0.4356045204,0.4356045204,,,,,0.7043822554,0.7043822554,,,,,0.689826285,0.689826285,,,,,0.6891192058,0.6891192058,,,,,0.685524657,0.685524657,,,,,0.6977719741,0.6977719741,,,,,0.7068747751,0.7068747751,,,,,3223,high,Prokaryote
BRCA1_HUMAN,0.3215130791,0.3215130791,,,,,0.5380037747,0.5380037747,,,,,0.5736589784,0.5736589784,,,,,0.4023851184,0.4023851184,,,,,0.4417595188,0.4417595188,,,,,0.3226870929,0.3226870929,,,,,0.2651373149,0.2651373149,,,,,0.3516744325,0.3516744325,,,,,0.4662097505,0.4662097505,,,,,0.3156523002,0.3156523002,,,,,0.4457888956,0.4457888956,,,,,0.4497285134,0.4497285134,,,,,0.5063273241,0.5063273241,,,,,0.5151834949,0.5151834949,,,,,0.5182328435,0.5182328435,,,,,575,low,Human
C6KNH7_9INFA,0.4347160192,0.4347160192,,,,,0.4010980102,0.4010980102,,,,,0.4454778287,0.4454778287,,,,,0.4076226129,0.4076226129,,,,,0.4199694519,0.4199694519,,,,,0.3522064358,0.3522064358,,,,,0.3620537818,0.3620537818,,,,,0.3786861325,0.3786861325,,,,,0.4090457349,0.4090457349,,,,,0.4383809432,0.4383809432,,,,,0.4842103963,0.4842103963,,,,,0.4082129333,0.4082129333,,,,,0.4627374702,0.4627374702,,,,,0.4586420914,0.4586420914,,,,,0.4613572768,0.4613572768,,,,,10507,medium,Virus
CALM1_HUMAN,0.2442297926,0.2442297926,,,,,0.305967929,0.305967929,,,,,0.2834419007,0.2834419007,,,,,0.2543197352,0.2543197352,,,,,0.2459615738,0.2459615738,,,,,0.2387039835,0.2387039835,,,,,0.2384187765,0.2384187765,,,,,0.2427879525,0.2427879525,,,,,0.19213772,0.19213772,,,,,0.2419375183,0.2419375183,,,,,0.2750986479,0.2750986479,,,,,0.2689007528,0.2689007528,,,,,0.2869586714,0.2869586714,,,,,0.2756237754,0.2756237754,,,,,0.2744991482,0.2744991482,,,,,1660,high,Human
CAPSD_AAV2S,0.3464824587,0.5987497124,0.6115014457,0.4799206896,0.5224620323,0.6372233841,0.4923784206,0.4805594455,0.5373988771,0.4247332855,0.4267286666,0.6042413692,0.4732710881,0.5174724103,0.5589948944,0.4460299911,0.4834358539,0.6502102592,0.3495815513,0.5219651507,0.5085879043,0.3983295336,0.4568510896,0.6148628801,0.195845903,0.1607026598,0.1085436434,0.104680771,0.1366414612,0.2765594899,0.257974697,0.2912304292,0.3496278543,0.3021732581,0.3678485142,0.5872234696,0.3620324084,0.4798687819,0.5641678884,0.4635682923,0.4801988665,0.6234697326,0.336239422,0.5797083557,0.5894019887,0.447112066,0.4988813073,0.6288155372,0.4121968847,0.5222005091,0.4977044355,0.3824443634,0.4555734176,0.6340402365,0.3298266992,0.610465809,0.6208658541,0.4806349897,0.5218316254,0.6304705039,0.1992384107,0.175893832,0.1173339612,0.1034605149,0.1383699083,0.2780305197,0.3680983523,0.5622297388,0.5510091885,0.4180302441,0.476774819,0.6289634909,0.4579262951,0.5299948125,0.5925112675,0.477658394,0.4954718578,0.6600515486,0.4347817285,0.5530619885,0.6039044222,0.4861318545,0.5238793852,0.6661158792,0.4274134502,0.5485989754,0.6021660611,0.4835911145,0.519795211,0.663822339,42329,low,Virus
CCDB_ECOLI,0.4903426803,0.4903426803,,,,,0.3093924864,0.3093924864,,,,,0.4555719419,0.4555719419,,,,,0.4885767654,0.4885767654,,,,,0.4264614612,0.4264614612,,,,,0.4947121064,0.4947121064,,,,,0.473094574,0.473094574,,,,,0.4436536631,0.4436536631,,,,,0.3462781647,0.3462781647,,,,,0.4924648067,0.4924648067,,,,,0.4843252732,0.4843252732,,,,,0.5041530798,0.5041530798,,,,,0.4582849802,0.4582849802,,,,,0.4870703769,0.4870703769,,,,,0.4866553231,0.4866553231,,,,,1214,high,Prokaryote
CP2C9_HUMAN,0.6237339955,0.6237339955,,,,,0.5933425883,0.5933425883,,,,,0.6507397171,0.6507397171,,,,,0.5959297471,0.5959297471,,,,,0.6223462189,0.6223462189,,,,,0.6438650613,0.6438650613,,,,,0.6163607177,0.6163607177,,,,,0.60789063,0.60789063,,,,,0.5416528228,0.5416528228,,,,,0.6372704565,0.6372704565,,,,,0.6535317009,0.6535317009,,,,,0.6119220473,0.6119220473,,,,,0.6504129761,0.6504129761,,,,,0.66140493,0.66140493,,,,,0.6659167389,0.6659167389,,,,,5511,high,Human
DLG4_HUMAN,0.5938753122,0.4765406741,0.6201601028,,,,0.5760663135,0.464436112,0.5970995033,,,,0.6618986342,0.6073006662,0.685146439,,,,0.5952739792,0.497310878,0.6019961002,,,,0.5436903347,0.4015577751,0.550416759,,,,0.6454404417,0.5267134568,0.661147307,,,,0.5615468138,0.4096606435,0.5673696037,,,,0.5735013937,0.5286776572,0.6059183781,,,,0.6621121207,0.6036357647,0.65755991,,,,0.6210879148,0.5231899038,0.6447679607,,,,0.602602856,0.4284376726,0.6235478489,,,,0.6079091351,0.4881554472,0.6287315025,,,,0.6211805062,0.5561054601,0.6618552942,,,,0.6405366558,0.588058065,0.6763713636,,,,0.6528080238,0.6072287618,0.6848704208,,,,6726,low,Human
DLG4_RAT,0.5226901947,0.5226901947,,,,,0.3041549375,0.3041549375,,,,,0.4455995256,0.4455995256,,,,,0.5065894094,0.5065894094,,,,,0.5645850688,0.5645850688,,,,,0.4362251918,0.4362251918,,,,,0.509097903,0.509097903,,,,,0.5056239459,0.5056239459,,,,,0.4935241655,0.4935241655,,,,,0.5412153944,0.5412153944,,,,,0.5967010199,0.5967010199,,,,,0.5094677074,0.5094677074,,,,,0.4861974891,0.4861974891,,,,,0.5078865492,0.5078865492,,,,,0.5210881801,0.5210881801,,,,,1501,low,Eukaryote
DYR_ECOLI,0.4677173718,0.4677173718,,,,,0.348329106,0.348329106,,,,,0.4244253375,0.4244253375,,,,,0.4875862808,0.4875862808,,,,,0.4204973515,0.4204973515,,,,,0.4880571431,0.4880571431,,,,,0.4688738879,0.4688738879,,,,,0.4939962031,0.4939962031,,,,,0.397051301,0.397051301,,,,,0.470073924,0.470073924,,,,,0.4388700788,0.4388700788,,,,,0.4902770741,0.4902770741,,,,,0.4647941068,0.4647941068,,,,,0.4705463891,0.4705463891,,,,,0.4733468877,0.4733468877,,,,,2327,medium,Prokaryote
ENV_HV1B9,0.3884891494,0.3884891494,,,,,0.4035458746,0.4035458746,,,,,0.4074188783,0.4074188783,,,,,0.3800931221,0.3800931221,,,,,0.415432217,0.415432217,,,,,0.3876923704,0.3876923704,,,,,0.3788006407,0.3788006407,,,,,0.4195016012,0.4195016012,,,,,0.3642338172,0.3642338172,,,,,0.3767566029,0.3767566029,,,,,0.3886983927,0.3886983927,,,,,0.3753592612,0.3753592612,,,,,0.4069963626,0.4069963626,,,,,0.4067814044,0.4067814044,,,,,0.3977693301,0.3977693301,,,,,375,medium,Virus
ENV_HV1BR,0.3406852748,0.3406852748,,,,,0.3578539452,0.3578539452,,,,,0.363300966,0.363300966,,,,,0.3449515212,0.3449515212,,,,,0.3217528034,0.3217528034,,,,,0.335795054,0.335795054,,,,,0.3102507564,0.3102507564,,,,,0.300361046,0.300361046,,,,,0.3374715456,0.3374715456,,,,,0.3439686946,0.3439686946,,,,,0.3379354713,0.3379354713,,,,,0.3473786251,0.3473786251,,,,,0.3711884704,0.3711884704,,,,,0.3637588476,0.3637588476,,,,,0.3660049738,0.3660049738,,,,,12563,medium,Virus
ESTA_BACSU,0.374829183,0.374829183,,,,,0.2629112244,0.2629112244,,,,,0.3254147593,0.3254147593,,,,,0.4279310716,0.4279310716,,,,,0.3043555174,0.3043555174,,,,,0.3215773641,0.3215773641,,,,,0.4338216984,0.4338216984,,,,,0.3941838936,0.3941838936,,,,,0.2626003399,0.2626003399,,,,,0.3988291608,0.3988291608,,,,,0.3320658257,0.3320658257,,,,,0.4280744614,0.4280744614,,,,,0.3713202906,0.3713202906,,,,,0.382019609,0.382019609,,,,,0.3967410207,0.3967410207,,,,,2030,high,Prokaryote
F7YBW8_MESOW,0.4111000628,0.2944523471,0.4234455417,0.3609032451,0.1129061169,,0.4337206229,0.5120910384,0.7822817684,0.5493300128,0.09036876621,,0.4251653451,0.5467045993,0.6730730859,0.4954424315,0.1040628396,,0.3754292799,0.5374585111,0.4505490016,0.3988832844,0.1123166918,,0.3822288769,0.5474158369,0.3888910351,0.3964957835,0.1222945518,,0.3911907977,0.5583214794,0.5066051138,0.4514434591,0.1005473158,,0.4105083291,0.3807491702,0.652136578,0.4619922698,0.05930016273,,0.3700259079,0.2894736842,0.5007182558,0.3844670401,0.05307613026,,0.05704565071,0.0777619725,-0.1757040829,-0.008911381497,0.09272907069,,0.4103780842,0.3058321479,0.4118204602,0.3626527839,0.1062197743,,0.393539751,0.4300616406,0.3878285728,0.4034624622,0.1308805771,,0.4139037771,0.4288762447,0.4166192626,0.4310408092,0.1231450572,,0.4469593063,0.5068752963,0.7227700703,0.5222296827,0.1211741354,,0.4361219143,0.51161688,0.6392080547,0.4762868359,0.1176935622,,0.4351605249,0.502607871,0.6321782843,0.4771953717,0.1131968588,,9174,high,Prokaryote
GAL4_YEAST,0.5110094604,0.5110094604,,,,,0.3261614289,0.3261614289,,,,,0.525769445,0.525769445,,,,,0.5833946084,0.5833946084,,,,,0.4411471931,0.4411471931,,,,,0.4943727914,0.4943727914,,,,,0.5381351808,0.5381351808,,,,,0.5089355461,0.5089355461,,,,,0.3752405103,0.3752405103,,,,,0.5483620046,0.5483620046,,,,,0.4472909056,0.4472909056,,,,,0.5622569381,0.5622569381,,,,,0.4974015754,0.4974015754,,,,,0.5337257573,0.5337257573,,,,,0.5511993719,0.5511993719,,,,,1051,medium,Eukaryote
GCN4_YEAST,0.2522981489,0.5701612903,-0.08489795918,0.249324088,0.1230116772,0.1829665671,0.3838922603,0.5036290323,0.1958163265,0.3783532072,0.2523037731,0.4054307795,0.3559460067,0.6052419355,-0.02581632653,0.3643229643,0.2037669486,0.360065476,0.287705357,0.6318548387,0.05979591837,0.3094901063,0.1261265564,0.248845191,0.2876051493,0.502016129,-0.003265306122,0.1240064035,0.193825244,0.2733883359,0.2849700146,0.3721774194,0.1256122449,0.2496067316,0.1884284841,0.2464416411,0.2426474503,0.5919354839,0.003979591837,0.1393896288,0.07381554617,0.2099116679,0.276125528,0.592981089,-0.09173469388,0.299935826,0.1528454755,0.2325180532,0.2842849357,0.5651472828,-0.13,0.2858777821,0.1646087765,0.2353064154,0.2553439915,0.5677419355,-0.08785714286,0.2475494568,0.1225224443,0.1880106747,0.3066160686,0.4943548387,0.0009183673469,0.1065566364,0.2280056884,0.2951994351,0.2935296262,0.6362903226,0.1060204082,0.3242478089,0.1531255541,0.2616803279,0.3510726627,0.6661290323,0.06887755102,0.3422535962,0.2258888153,0.359028985,0.3304040092,0.6745967742,-0.02581632653,0.3345527165,0.1935936544,0.3196566706,0.331351327,0.6633064516,-0.04530612245,0.3333804406,0.1925341323,0.3209794731,1053,low,Eukaryote
GFP_AEQVI,0.6792157053,0.4835715696,0.4017863823,0.4912224802,0.552807979,0.3866731749,0.6311203872,0.3208677624,0.3001581955,0.3823323534,0.4271535979,0.3190037721,0.676560988,0.4269377816,0.3938012432,0.4938394192,0.5421135817,0.37025939,0.6518997636,0.4343476316,0.3849921861,0.4776004099,0.528618078,0.3591602984,0.09898436573,0.04726275163,0.0105438206,0.0102031871,0.002348719685,0.02969178298,0.6030822436,0.3417873185,0.2528689601,0.3228175585,0.3781988873,0.30472862,0.674374341,0.4732898104,0.3909340273,0.4833619065,0.5437223078,0.3817910472,0.6442175598,0.4496796702,0.353292608,0.4336042148,0.4888926847,0.3549017691,0.6584008916,0.4472285333,0.3612045788,0.4458105887,0.5025672763,0.3629915487,0.6784245096,0.4845450992,0.3996077989,0.4892607054,0.5515020035,0.3865310699,0.1025077869,0.04694500618,0.006057596189,0.001203431596,-0.008896881333,0.02788286747,0.6611724967,0.4607108512,0.3975007311,0.494750109,0.552017812,0.3704020236,0.7049874524,0.5209164976,0.4575065565,0.5609810294,0.6162738838,0.4062601555,0.7069677776,0.5370462912,0.4647595535,0.5669970025,0.6219521997,0.4094264437,0.7066784988,0.5370798141,0.4636229746,0.5663954409,0.6215999055,0.4094984304,48211,low,Eukaryote
GRB2_HUMAN,0.5657560935,0.6368605607,0.5414834682,,,,0.428837858,0.4847291056,0.3965120907,,,,0.4892836243,0.5677673237,0.4599810633,,,,0.4683212621,0.5582599135,0.4374819159,,,,0.4835627311,0.5864737959,0.4536287882,,,,0.4798799485,0.6022654004,0.4498943012,,,,0.4698095512,0.5376067661,0.4446372704,,,,0.5450323229,0.6062271712,0.5184333371,,,,0.4801914257,0.5660198127,0.4588859017,,,,0.5680472369,0.6394853787,0.544171048,,,,0.5119594182,0.6016044826,0.4829120135,,,,0.4738252934,0.5715291439,0.4422567431,,,,0.5577493103,0.6361340272,0.5317456207,,,,0.5629866302,0.6422506701,0.5371847285,,,,0.5627762144,0.6417971815,0.5370308002,,,,14681,medium,Human
HIS7_YEAST,0.4764604303,0.08848075402,0.1722949635,0.2948952059,0.3569770037,0.471334442,0.5849588169,0.08487350138,0.2324692013,0.3904036154,0.4783563068,0.5863978112,0.6162846965,0.07650209865,0.2530818908,0.4163479484,0.5064088385,0.617238169,0.5080502106,0.06154230663,0.2422649203,0.3639151954,0.4096004603,0.5001098254,0.4109882968,0.09102386713,0.2012455156,0.3152740024,0.3447610354,0.4011935462,0.4539385965,0.08768200522,0.1914723009,0.318305876,0.3710800242,0.446854434,0.4657861404,0.09457443437,0.1952199186,0.3118887708,0.3630645429,0.4583673142,0.5194146828,0.05644194542,0.2026972819,0.3308039075,0.4003721155,0.5168240268,0.4587763443,0.06237712796,0.2137367845,0.3226107238,0.3786128011,0.4514681064,0.4812457313,0.09301043269,0.1785613571,0.3020740886,0.3648594239,0.4760899422,0.4766704425,0.07432486402,0.207425911,0.3314314063,0.3784330562,0.4695231742,0.5063783025,0.07040584169,0.2256431159,0.35598808,0.4026063256,0.4988815502,0.5830196567,0.09533453403,0.2238894629,0.384437807,0.4733595023,0.5825814388,0.5813792303,0.08408505902,0.2283741122,0.3846706005,0.4703090579,0.5795568976,0.5836103568,0.08508220671,0.2307095469,0.387540101,0.4735912899,0.5817918666,496102,medium,Eukaryote
HSP82_YEAST,0.4687315968,0.4687315968,,,,,0.4359033881,0.4359033881,,,,,0.4611543994,0.4611543994,,,,,0.4445318044,0.4445318044,,,,,0.5001183255,0.5001183255,,,,,0.4409990655,0.4409990655,,,,,0.4805838213,0.4805838213,,,,,0.4327901873,0.4327901873,,,,,0.4280998392,0.4280998392,,,,,0.4730114417,0.4730114417,,,,,0.5154334575,0.5154334575,,,,,0.4448034828,0.4448034828,,,,,0.4805619585,0.4805619585,,,,,0.4802710588,0.4802710588,,,,,0.4824209622,0.4824209622,,,,,7707.5,medium,Eukaryote
I6TAH8_I68A0,0.3637775173,0.3637775173,,,,,0.3367908212,0.3367908212,,,,,0.3479254149,0.3479254149,,,,,0.3032898647,0.3032898647,,,,,0.01790852477,0.01790852477,,,,,0.2120250493,0.2120250493,,,,,0.2864547041,0.2864547041,,,,,0.3174175436,0.3174175436,,,,,0.3473537359,0.3473537359,,,,,0.3610442808,0.3610442808,,,,,0.01358230454,0.01358230454,,,,,0.3241829206,0.3241829206,,,,,0.4085531072,0.4085531072,,,,,0.4014853195,0.4014853195,,,,,0.3992875472,0.3992875472,,,,,9462,medium,Virus
